scope,signal,low_band,sample_type,n,bullish_count,bullish_rate,non_bullish_count,non_bullish_rate,next_close_mean,next_close_median,next_close_min,next_close_max,next_high_mean,next_high_median,next_high_min,next_high_max,next_low_mean,next_low_median,next_low_min,next_low_max,intraday_range_mean,intraday_range_median,intraday_range_min,intraday_range_max,rebound_from_low_mean,rebound_from_low_median,rebound_from_low_min,rebound_from_low_max,machine
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,3,2,0.6666666666666666,1,0.3333333333333333,7582.666666666667,172.0,-978.0,23554.0,12172.333333333334,8621.0,3103.0,24793.0,-3194.6666666666665,-3822.0,-4340.0,-1422.0,15367.0,10043.0,6925.0,29133.0,10777.333333333334,2844.0,1594.0,27894.0,048
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,4,1,0.25,3,0.75,-3009.5,-5333.5,-9474.0,8103.0,5345.0,4741.5,0.0,11897.0,-7101.75,-6355.5,-9474.0,-6222.0,12446.75,12162.5,7343.0,18119.0,4092.25,1022.0,0.0,14325.0,048
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,4,3,0.75,1,0.25,11783.5,3606.5,-444.0,40365.0,18235.75,11242.5,9052.0,41406.0,-1149.25,-1143.0,-2311.0,0.0,19385.0,12398.0,9496.0,43248.0,12932.75,4762.0,0.0,42207.0,049
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,3,2,0.6666666666666666,1,0.3333333333333333,5149.666666666667,9828.0,-8000.0,13621.0,10344.666666666666,11034.0,6034.0,13966.0,-7881.666666666667,-8000.0,-9778.0,-5867.0,18226.333333333332,16901.0,14034.0,23744.0,13031.333333333334,15695.0,0.0,23399.0,049
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,9,7,0.7777777777777778,2,0.2222222222222222,9513.888888888889,6379.0,-3733.0,34429.0,13327.0,10345.0,0.0,38329.0,-1851.6666666666667,-2222.0,-3733.0,0.0,15178.666666666666,12656.0,3733.0,38329.0,11365.555555555555,9757.0,0.0,34429.0,049
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,7,4,0.5714285714285714,3,0.42857142857142855,3810.8571428571427,948.0,-15111.0,35128.0,9685.857142857143,5000.0,0.0,37179.0,-9283.714285714286,-8000.0,-15111.0,-5714.0,18969.571428571428,15111.0,9729.0,42893.0,13094.57142857143,7881.0,0.0,40842.0,049
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,8,6,0.75,2,0.25,6399.5,4569.0,-3733.0,19091.0,10201.75,9526.0,0.0,20579.0,-2083.125,-2266.5,-3733.0,0.0,12284.875,12025.5,3733.0,21600.0,8482.625,7413.5,0.0,20112.0,049
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,5,4,0.8,1,0.2,9850.8,8136.0,-7027.0,35128.0,13560.2,10169.0,2522.0,37179.0,-7841.6,-7207.0,-11354.0,-5714.0,21401.8,20931.0,9729.0,42893.0,17692.4,19490.0,180.0,40842.0,049
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,1,0,0.0,1,1.0,-2756.0,-2756.0,-2756.0,-2756.0,0.0,0.0,0.0,0.0,-2756.0,-2756.0,-2756.0,-2756.0,2756.0,2756.0,2756.0,2756.0,0.0,0.0,0.0,0.0,049
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,7,0,0.0,7,1.0,-9460.285714285714,-8356.0,-15111.0,-6222.0,1022.1428571428571,0.0,0.0,4483.0,-9473.0,-8356.0,-15111.0,-6311.0,10495.142857142857,10373.0,6311.0,15111.0,12.714285714285714,0.0,0.0,89.0,049
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,4,4,1.0,0,0.0,14487.5,13965.5,1466.0,28553.0,18361.75,16034.5,9224.0,32154.0,-2606.5,-2311.0,-3733.0,-2071.0,20968.25,18967.5,11713.0,34225.0,17094.0,16898.5,3955.0,30624.0,050
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,4,2,0.5,2,0.5,-2968.0,-2216.5,-17956.0,10517.0,4612.25,3276.0,0.0,11897.0,-11955.75,-11378.0,-17956.0,-7111.0,16568.0,18482.0,9778.0,19530.0,8987.75,8814.0,0.0,18323.0,050
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,8,7,0.875,1,0.125,11102.75,9526.0,-2844.0,32564.0,15107.625,11077.5,4224.0,34872.0,-2931.125,-2666.5,-4340.0,-2044.0,18038.75,14188.5,7068.0,38249.0,14033.875,12414.5,0.0,35941.0,050
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,7,1,0.14285714285714285,6,0.8571428571428571,-7515.571428571428,-6844.0,-19556.0,5345.0,2676.4285714285716,1062.0,0.0,9569.0,-12921.857142857143,-12978.0,-19556.0,-5244.0,15598.285714285714,15111.0,7733.0,21108.0,5406.285714285715,3822.0,0.0,18323.0,050
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,5,5,1.0,0,0.0,10823.2,7845.0,1034.0,32564.0,14491.6,9224.0,7069.0,34872.0,-2826.4,-2489.0,-3733.0,-2044.0,17318.0,11713.0,9558.0,38249.0,13649.6,9889.0,3523.0,35941.0,050
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,6,0,0.0,6,1.0,-9659.0,-7527.5,-19556.0,-1422.0,2030.5,531.0,0.0,9569.0,-12912.5,-13732.5,-19556.0,-5244.0,14943.0,14962.0,7733.0,21108.0,3253.5,2355.5,0.0,10667.0,050
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,3,1,0.3333333333333333,2,0.6666666666666666,-193.33333333333334,-444.0,-4533.0,4397.0,4310.333333333333,5862.0,948.0,6121.0,-4177.666666666667,-4000.0,-4533.0,-4000.0,8488.0,9862.0,5481.0,10121.0,3984.3333333333335,3556.0,0.0,8397.0,050
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,4,0,0.0,4,1.0,-11735.75,-12044.5,-14765.0,-8089.0,0.0,0.0,0.0,0.0,-12809.0,-12044.5,-19058.0,-8089.0,12809.0,12044.5,8089.0,19058.0,1073.25,0.0,0.0,4293.0,050
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,5,5,1.0,0,0.0,16842.4,18107.0,6897.0,25289.0,19288.2,20579.0,9138.0,27769.0,-2054.6,-1600.0,-3822.0,0.0,21342.8,20679.0,12960.0,29301.0,18897.0,18107.0,10719.0,26821.0,051
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,2,1,0.5,1,0.5,-278.5,-278.5,-4178.0,3621.0,3362.0,3362.0,3103.0,3621.0,-9333.0,-9333.0,-10844.0,-7822.0,12695.0,12695.0,10925.0,14465.0,9054.5,9054.5,3644.0,14465.0,051
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,11,10,0.9090909090909091,1,0.09090909090909091,14358.636363636364,16552.0,-1956.0,25289.0,16553.090909090908,17759.0,5862.0,27769.0,-2609.6363636363635,-2311.0,-4622.0,0.0,19162.727272727272,19876.0,9418.0,29301.0,16968.272727272728,18107.0,1600.0,26821.0,051
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,6,2,0.3333333333333333,4,0.6666666666666666,-4537.666666666667,-5689.0,-13538.0,3621.0,2079.3333333333335,1712.0,0.0,5431.0,-10695.5,-8311.0,-23285.0,-5600.0,12774.833333333334,10978.0,8000.0,23606.0,6157.833333333333,5656.5,0.0,14465.0,051
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,9,8,0.8888888888888888,1,0.1111111111111111,15806.111111111111,17241.0,-1956.0,25289.0,18066.777777777777,18276.0,5862.0,27769.0,-2251.3333333333335,-1899.0,-4267.0,0.0,20318.11111111111,20679.0,9418.0,29301.0,18057.444444444445,18330.0,1600.0,26821.0,051
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,3,0,0.0,3,1.0,-9579.333333333334,-8000.0,-13538.0,-7200.0,107.0,0.0,0.0,321.0,-13302.333333333334,-8622.0,-23285.0,-8000.0,13409.333333333334,8622.0,8000.0,23606.0,3723.0,1422.0,0.0,9747.0,051
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,2,1,0.5,1,0.5,3798.5,3798.5,-2748.0,10345.0,7430.0,7430.0,1239.0,13621.0,-2018.5,-2018.5,-2793.0,-1244.0,9448.5,9448.5,4032.0,14865.0,5817.0,5817.0,45.0,11589.0,051
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,6,2,0.3333333333333333,4,0.6666666666666666,-9728.166666666666,-10199.5,-29362.0,5000.0,3534.3333333333335,0.0,0.0,11034.0,-14338.0,-11177.5,-29362.0,-6222.0,17872.333333333332,17975.0,10088.0,29362.0,4609.833333333333,2400.5,0.0,11636.0,051
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,6,6,1.0,0,0.0,15701.833333333334,17464.5,5690.0,22810.0,20123.333333333332,21219.5,11034.0,26529.0,-1426.0,-1066.5,-3544.0,-325.0,21549.333333333332,23247.0,12634.0,28572.0,17127.833333333332,18183.0,7290.0,24853.0,052
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,2,2,1.0,0,0.0,23305.5,23305.5,21570.0,25041.0,23925.5,23925.5,21818.0,26033.0,-7149.0,-7149.0,-8426.0,-5872.0,31074.5,31074.5,27690.0,34459.0,30454.5,30454.5,27442.0,33467.0,052
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,7,6,0.8571428571428571,1,0.14285714285714285,15214.714285714286,17679.0,-2844.0,22810.0,19962.14285714286,21322.0,8707.0,26529.0,-1910.5714285714287,-2043.0,-3574.0,-325.0,21872.714285714286,23669.0,11551.0,28572.0,17125.285714285714,18362.0,0.0,24853.0,052
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,7,2,0.2857142857142857,5,0.7142857142857143,-4664.142857142857,-6667.0,-12622.0,9310.0,3312.714285714286,2414.0,0.0,10345.0,-8977.714285714286,-8178.0,-12622.0,-6667.0,12290.42857142857,11933.0,6839.0,17456.0,4313.571428571428,2844.0,0.0,16421.0,052
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,5,4,0.8,1,0.2,14549.2,17679.0,-2844.0,22810.0,20613.6,22314.0,8707.0,26529.0,-1853.4,-2043.0,-3544.0,-325.0,22467.0,23669.0,11551.0,28572.0,16402.6,18362.0,0.0,24853.0,052
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,5,1,0.2,4,0.8,-5213.6,-8178.0,-12622.0,9310.0,3603.4,2414.0,0.0,10345.0,-9848.8,-10133.0,-12622.0,-7111.0,13452.2,12919.0,10133.0,17456.0,4635.2,2844.0,0.0,16421.0,052
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,0,0,,0,,,,,,,,,,,,,,,,,,,,,,052
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,8,0,0.0,8,1.0,-10426.5,-8044.0,-24891.0,-3202.0,722.25,44.0,0.0,4914.0,-11989.125,-8740.0,-24891.0,-7156.0,12711.375,9904.0,7156.0,24891.0,1562.625,0.0,0.0,5745.0,052
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,7,5,0.7142857142857143,2,0.2857142857142857,9087.57142857143,12931.0,-2311.0,17069.0,13359.857142857143,17241.0,5517.0,22314.0,-2928.285714285714,-3733.0,-4711.0,-533.0,16288.142857142857,18119.0,8361.0,23080.0,12015.857142857143,16664.0,2400.0,20802.0,053
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,1,0,0.0,1,1.0,-14933.0,-14933.0,-14933.0,-14933.0,4138.0,4138.0,4138.0,4138.0,-16356.0,-16356.0,-16356.0,-16356.0,20494.0,20494.0,20494.0,20494.0,1423.0,1423.0,1423.0,1423.0,053
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,8,6,0.75,2,0.25,12569.875,14913.5,-2311.0,36590.0,15660.625,16810.0,3448.0,37639.0,-2515.875,-2488.5,-4711.0,-530.0,18176.5,19387.5,5581.0,38169.0,15085.75,17491.0,2400.0,37120.0,053
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,6,2,0.3333333333333333,4,0.6666666666666666,-4410.5,-3689.0,-19911.0,6293.0,2241.3333333333335,431.0,0.0,9483.0,-10103.833333333334,-6400.0,-19911.0,-5067.0,12345.166666666666,11715.5,6729.0,19911.0,5693.333333333333,4200.0,0.0,13689.0,053
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,7,5,0.7142857142857143,2,0.2857142857142857,11927.142857142857,13448.0,-2311.0,36590.0,15311.714285714286,16034.0,3448.0,37639.0,-2342.0,-2133.0,-4711.0,-530.0,17653.714285714286,18119.0,5581.0,38169.0,14269.142857142857,16912.0,2400.0,37120.0,053
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,5,2,0.4,3,0.6,-4617.0,-4000.0,-19911.0,6293.0,2689.6,862.0,0.0,9483.0,-8711.2,-5867.0,-19911.0,-5067.0,11400.8,8170.0,6729.0,19911.0,4094.2,1867.0,0.0,12071.0,053
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,1,0,0.0,1,1.0,-4000.0,-4000.0,-4000.0,-4000.0,5259.0,5259.0,5259.0,5259.0,-4000.0,-4000.0,-4000.0,-4000.0,9259.0,9259.0,9259.0,9259.0,0.0,0.0,0.0,0.0,053
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,7,2,0.2857142857142857,5,0.7142857142857143,-8674.0,-5689.0,-24511.0,5133.0,1694.5714285714287,0.0,0.0,5310.0,-16360.0,-12055.0,-26043.0,-8711.0,18054.571428571428,17365.0,10780.0,26043.0,7686.0,8889.0,0.0,17188.0,053
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,4,4,1.0,0,0.0,13861.0,12026.0,3017.0,28375.0,15238.25,13750.0,4828.0,28625.0,-1776.25,-1330.5,-4444.0,0.0,17014.5,14822.0,8017.0,30397.0,15637.25,13916.5,4569.0,30147.0,054
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,4,1,0.25,3,0.75,-1479.75,-3555.5,-10360.0,11552.0,3578.25,777.0,0.0,12759.0,-6967.75,-6000.0,-10360.0,-5511.0,10546.0,9112.5,5511.0,18448.0,5488.0,2355.5,0.0,17241.0,054
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,9,7,0.7777777777777778,2,0.2222222222222222,10742.222222222223,10862.0,-3733.0,28375.0,14352.666666666666,13276.0,4828.0,28625.0,-1853.5555555555557,-1422.0,-4444.0,0.0,16206.222222222223,14698.0,7926.0,30397.0,12595.777777777777,12284.0,0.0,30147.0,054
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,7,2,0.2857142857142857,5,0.7142857142857143,-3147.285714285714,-5511.0,-13156.0,11552.0,3608.4285714285716,0.0,0.0,12759.0,-8914.42857142857,-8356.0,-13156.0,-5511.0,12522.857142857143,13156.0,5511.0,18448.0,5767.142857142857,1067.0,0.0,17241.0,054
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,7,5,0.7142857142857143,2,0.2857142857142857,12727.714285714286,16897.0,-3733.0,28375.0,16618.428571428572,16897.0,5259.0,28625.0,-1748.2857142857142,-1422.0,-3733.0,-511.0,18366.714285714286,18141.0,7926.0,30397.0,14476.0,18141.0,0.0,30147.0,054
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,6,2,0.3333333333333333,4,0.6666666666666666,-2753.3333333333335,-5866.5,-13156.0,11552.0,4209.833333333333,2069.0,0.0,12759.0,-9481.666666666666,-9333.5,-13156.0,-5689.0,13691.5,14247.0,8356.0,18448.0,6728.333333333333,3467.0,0.0,17241.0,054
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,2,2,1.0,0,0.0,13974.5,13974.5,8362.0,19587.0,17806.5,17806.5,9828.0,25785.0,-1505.5,-1505.5,-2756.0,-255.0,19312.0,19312.0,12584.0,26040.0,15480.0,15480.0,11118.0,19842.0,054
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,6,0,0.0,6,1.0,-13853.333333333334,-11555.5,-28596.0,-7644.0,3429.8333333333335,0.0,0.0,20579.0,-15571.833333333334,-14311.0,-28596.0,-9191.0,19001.666666666668,16266.5,10133.0,29770.0,1718.5,1600.0,0.0,4622.0,054
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,4,3,0.75,1,0.25,17248.75,14667.5,-444.0,40104.0,19116.25,16793.5,690.0,42188.0,-2119.0,-1838.0,-4800.0,0.0,21235.25,17710.5,5490.0,44030.0,19367.75,15584.5,4356.0,41946.0,055
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,2,2,1.0,0,0.0,1896.5,1896.5,1207.0,2586.0,2025.5,2025.5,1379.0,2672.0,-9555.5,-9555.5,-10667.0,-8444.0,11581.0,11581.0,11116.0,12046.0,11452.0,11452.0,11030.0,11874.0,055
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,12,7,0.5833333333333334,5,0.4166666666666667,9591.5,5231.0,-4711.0,40104.0,14385.583333333334,9792.5,690.0,42188.0,-2305.0,-1838.0,-4800.0,0.0,16690.583333333332,10237.0,5490.0,44030.0,11896.5,7142.0,0.0,41946.0,055
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,2,1,0.5,1,0.5,-2609.5,-2609.5,-10133.0,4914.0,2457.0,2457.0,0.0,4914.0,-9555.5,-9555.5,-10133.0,-8978.0,12012.5,12012.5,10133.0,13892.0,6946.0,6946.0,0.0,13892.0,055
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,8,4,0.5,4,0.5,5887.875,733.0,-4711.0,23058.0,11502.25,6982.5,3534.0,25041.0,-2627.25,-2828.0,-4711.0,0.0,14129.5,9739.5,6597.0,29381.0,8515.125,4021.5,0.0,27398.0,055
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,2,1,0.5,1,0.5,-2609.5,-2609.5,-10133.0,4914.0,2457.0,2457.0,0.0,4914.0,-9555.5,-9555.5,-10133.0,-8978.0,12012.5,12012.5,10133.0,13892.0,6946.0,6946.0,0.0,13892.0,055
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,2,1,0.5,1,0.5,-586.5,-586.5,-2207.0,1034.0,6579.0,6579.0,6034.0,7124.0,-1659.5,-1659.5,-2252.0,-1067.0,8238.5,8238.5,7101.0,9376.0,1073.0,1073.0,45.0,2101.0,055
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,6,0,0.0,6,1.0,-8731.333333333334,-7572.0,-14578.0,-4711.0,449.3333333333333,0.0,0.0,1834.0,-9827.833333333334,-9467.0,-14578.0,-6933.0,10277.166666666666,10000.5,6933.0,14578.0,1096.5,0.0,0.0,3556.0,055
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,5,5,1.0,0,0.0,15852.2,11552.0,4310.0,35641.0,20299.8,17586.0,11724.0,36154.0,-1958.2,-2857.0,-3556.0,0.0,22258.0,17586.0,15102.0,39011.0,17810.4,13895.0,4310.0,38498.0,056
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,3,2,0.6666666666666666,1,0.3333333333333333,15149.0,12931.0,-5689.0,38205.0,18479.333333333332,16207.0,0.0,39231.0,-8316.0,-7792.0,-9956.0,-7200.0,26795.333333333332,26163.0,7200.0,47023.0,23465.0,22887.0,1511.0,45997.0,056
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,7,6,0.8571428571428571,1,0.14285714285714285,13941.857142857143,8879.0,-1511.0,35641.0,17124.714285714286,11724.0,3534.0,36154.0,-2289.714285714286,-2060.0,-4978.0,0.0,19414.428571428572,14924.0,5045.0,39011.0,16231.57142857143,13857.0,0.0,38498.0,056
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,8,4,0.5,4,0.5,4784.875,910.5,-10844.0,38205.0,11778.875,10258.5,517.0,39231.0,-8818.375,-8874.0,-11022.0,-6578.0,20597.25,17014.0,11539.0,47023.0,13603.25,10066.0,0.0,45997.0,056
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,7,6,0.8571428571428571,1,0.14285714285714285,13941.857142857143,8879.0,-1511.0,35641.0,17124.714285714286,11724.0,3534.0,36154.0,-2289.714285714286,-2060.0,-4978.0,0.0,19414.428571428572,14924.0,5045.0,39011.0,16231.57142857143,13857.0,0.0,38498.0,056
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,5,3,0.6,2,0.4,2574.8,4310.0,-10844.0,12931.0,8620.6,11379.0,517.0,16207.0,-9137.8,-9956.0,-11022.0,-6578.0,17758.4,17957.0,11539.0,26163.0,11712.6,11599.0,0.0,22887.0,056
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,3,3,1.0,0,0.0,1551.6666666666667,1121.0,517.0,3017.0,4051.6666666666665,2586.0,2586.0,6983.0,-3555.6666666666665,-4800.0,-4800.0,-1067.0,7607.333333333333,7386.0,3653.0,11783.0,5107.333333333333,5921.0,1584.0,7817.0,056
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,6,2,0.3333333333333333,4,0.6666666666666666,-2445.6666666666665,-4769.0,-16178.0,13054.0,3698.6666666666665,388.0,0.0,13054.0,-9934.333333333334,-8998.0,-19022.0,-5333.0,13633.0,13179.0,6109.0,23642.0,7488.666666666667,4229.0,0.0,23642.0,056
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,5,5,1.0,0,0.0,17613.8,16979.0,4483.0,31897.0,21999.2,21322.0,12241.0,33055.0,-2449.8,-1532.0,-4596.0,-518.0,24449.0,23846.0,16685.0,33573.0,20063.6,18138.0,8927.0,32415.0,057
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,2,0,0.0,2,1.0,-2533.5,-2533.5,-4800.0,-267.0,1034.5,1034.5,0.0,2069.0,-10844.5,-10844.5,-14756.0,-6933.0,11879.0,11879.0,9002.0,14756.0,8311.0,8311.0,6666.0,9956.0,057
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,4,4,1.0,0,0.0,15133.25,16765.5,9310.0,17692.0,20133.25,19152.5,10690.0,31538.0,-2173.25,-1646.0,-4622.0,-779.0,22306.5,22043.0,12823.0,32317.0,17306.5,18304.5,11443.0,21174.0,057
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,11,5,0.45454545454545453,6,0.5454545454545454,-434.8181818181818,-267.0,-11733.0,9655.0,4859.545454545455,3628.0,0.0,16034.0,-9726.727272727272,-9244.0,-18018.0,-5422.0,14586.272727272728,13277.0,9002.0,25278.0,9291.90909090909,8355.0,0.0,21646.0,057
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,3,3,1.0,0,0.0,14518.0,16552.0,9310.0,17692.0,19823.0,17241.0,10690.0,31538.0,-2511.3333333333335,-2133.0,-4622.0,-779.0,22334.333333333332,21863.0,12823.0,32317.0,17029.333333333332,18471.0,11443.0,21174.0,057
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,11,5,0.45454545454545453,6,0.5454545454545454,-434.8181818181818,-267.0,-11733.0,9655.0,4859.545454545455,3628.0,0.0,16034.0,-9726.727272727272,-9244.0,-18018.0,-5422.0,14586.272727272728,13277.0,9002.0,25278.0,9291.90909090909,8355.0,0.0,21646.0,057
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,1,1,1.0,0,0.0,4978.0,4978.0,4978.0,4978.0,8821.0,8821.0,8821.0,8821.0,-4912.0,-4912.0,-4912.0,-4912.0,13733.0,13733.0,13733.0,13733.0,9890.0,9890.0,9890.0,9890.0,057
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,7,1,0.14285714285714285,6,0.8571428571428571,-9999.714285714286,-11556.0,-19022.0,7069.0,1477.857142857143,345.0,0.0,7586.0,-15212.714285714286,-17067.0,-19022.0,-8889.0,16690.571428571428,18451.0,9234.0,20229.0,5213.0,3911.0,0.0,18980.0,057
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,3,3,1.0,0,0.0,18270.333333333332,20579.0,12414.0,21818.0,20713.0,21818.0,17759.0,22562.0,-1062.3333333333333,-889.0,-2043.0,-255.0,21775.333333333332,22073.0,18648.0,24605.0,19332.666666666668,22073.0,13303.0,22622.0,058
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,4,1,0.25,3,0.75,-1631.75,-7573.0,-8622.0,17241.0,6511.5,4057.5,0.0,17931.0,-8253.0,-8284.0,-10044.0,-6400.0,14764.5,12563.5,9600.0,24331.0,6621.25,1422.0,0.0,23641.0,058
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,4,4,1.0,0,0.0,13377.5,12069.0,8793.0,20579.0,16200.75,15603.5,11034.0,22562.0,-910.75,-800.0,-2043.0,0.0,17111.5,16403.5,11034.0,24605.0,14288.25,12869.0,8793.0,22622.0,058
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,8,3,0.375,5,0.625,-4958.0,-7495.5,-29872.0,20192.0,6736.5,4488.5,0.0,20962.0,-14709.0,-10022.0,-29872.0,-6400.0,21445.5,23495.0,8356.0,32650.0,9751.0,0.0,0.0,31880.0,058
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,2,2,1.0,0,0.0,10258.5,10258.5,8793.0,11724.0,12241.0,12241.0,11034.0,13448.0,-355.5,-355.5,-711.0,0.0,12596.5,12596.5,11034.0,14159.0,10614.0,10614.0,8793.0,12435.0,058
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,7,2,0.2857142857142857,5,0.7142857142857143,-6085.0,-8023.0,-29872.0,20192.0,7255.571428571428,5874.0,0.0,20962.0,-14016.57142857143,-8356.0,-29872.0,-6400.0,21272.14285714286,24331.0,8356.0,32650.0,7931.571428571428,0.0,0.0,31880.0,058
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,3,2,0.6666666666666666,1,0.3333333333333333,6817.0,7414.0,-1461.0,14498.0,10728.666666666666,7759.0,4602.0,19825.0,-2138.0,-1404.0,-4566.0,-444.0,12866.666666666666,9168.0,8203.0,21229.0,8955.0,7858.0,3105.0,15902.0,058
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,5,0,0.0,5,1.0,-13991.8,-13604.0,-19022.0,-10489.0,121.0,0.0,0.0,517.0,-15485.2,-14400.0,-19378.0,-11022.0,15606.2,14917.0,11022.0,19378.0,1493.4,0.0,0.0,3911.0,058
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,5,5,1.0,0,0.0,12806.0,11897.0,1983.0,26529.0,15471.0,15172.0,6681.0,26529.0,-1603.6,-511.0,-3911.0,0.0,17074.6,15172.0,10277.0,27040.0,14409.6,11897.0,5894.0,27040.0,059
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,3,3,1.0,0,0.0,9310.333333333334,8621.0,1034.0,18276.0,11321.666666666666,13448.0,2241.0,18276.0,-8177.666666666667,-8000.0,-10133.0,-6400.0,19499.333333333332,19848.0,12374.0,26276.0,17488.0,15021.0,11167.0,26276.0,059
