scope,signal,low_band,sample_type,n,bullish_count,bullish_rate,non_bullish_count,non_bullish_rate,next_close_mean,next_close_median,next_close_min,next_close_max,next_high_mean,next_high_median,next_high_min,next_high_max,next_low_mean,next_low_median,next_low_min,next_low_max,intraday_range_mean,intraday_range_median,intraday_range_min,intraday_range_max,rebound_from_low_mean,rebound_from_low_median,rebound_from_low_min,rebound_from_low_max,machine
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,2,2,1.0,0,0.0,27452.5,27452.5,25897.0,29008.0,29376.0,29376.0,29008.0,29744.0,-1424.5,-1424.5,-2338.0,-511.0,30800.5,30800.5,29519.0,32082.0,28877.0,28877.0,28235.0,29519.0,070
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,4,2,0.5,2,0.5,198.75,-54.5,-12544.0,13448.0,6185.25,4612.0,0.0,15517.0,-8797.5,-7911.0,-14035.0,-5333.0,14982.75,14874.0,9333.0,20850.0,8996.25,8602.0,0.0,18781.0,070
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,6,5,0.8333333333333334,1,0.16666666666666666,11476.666666666666,5776.0,-356.0,29008.0,16616.666666666668,13276.0,3362.0,29744.0,-2193.5,-2324.5,-4267.0,-511.0,18810.166666666668,16565.0,6029.0,32082.0,13670.166666666666,7465.0,2311.0,29519.0,070
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,6,4,0.6666666666666666,2,0.3333333333333333,3054.5,6810.5,-12544.0,13448.0,6580.333333333333,7370.5,0.0,15517.0,-8309.5,-5955.5,-14035.0,-5333.0,14889.833333333334,15007.0,5422.0,20850.0,11364.0,14447.0,0.0,19018.0,070
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,5,4,0.8,1,0.2,8592.6,5345.0,-356.0,29008.0,13991.2,11724.0,3362.0,29008.0,-2164.6,-2311.0,-4267.0,-511.0,16155.8,14035.0,6029.0,29519.0,10757.2,7274.0,2311.0,29519.0,070
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,5,3,0.6,2,0.4,975.8,5862.0,-12544.0,9224.0,4793.0,5862.0,0.0,9224.0,-8904.8,-6489.0,-14035.0,-5422.0,13697.8,14301.0,5422.0,19018.0,9880.6,13181.0,0.0,19018.0,070
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,2,0,0.0,2,1.0,-4088.5,-4088.5,-4533.0,-3644.0,819.0,819.0,0.0,1638.0,-4088.5,-4088.5,-4533.0,-3644.0,4907.5,4907.5,3644.0,6171.0,0.0,0.0,0.0,0.0,070
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,6,3,0.5,3,0.5,-1594.5,-498.5,-12444.0,4647.0,2487.5,2069.0,862.0,5874.0,-9680.0,-9733.0,-12444.0,-5725.0,12167.5,12377.5,10281.0,13306.0,8085.5,9724.0,0.0,12116.0,070
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,3,3,1.0,0,0.0,8867.333333333334,9483.0,1947.0,15172.0,12956.0,13793.0,9558.0,15517.0,-2738.0,-2703.0,-3733.0,-1778.0,15694.0,15571.0,12261.0,19250.0,11605.333333333334,11261.0,4650.0,18905.0,071
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,3,1,0.3333333333333333,2,0.6666666666666666,-2919.6666666666665,-2489.0,-10667.0,4397.0,4885.0,4655.0,1121.0,8879.0,-10014.666666666666,-7022.0,-16533.0,-6489.0,14899.666666666666,15901.0,7610.0,21188.0,7095.0,5866.0,4000.0,11419.0,071
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,7,6,0.8571428571428571,1,0.14285714285714285,9111.857142857143,9655.0,-444.0,21074.0,13574.285714285714,12931.0,6034.0,27273.0,-1694.142857142857,-1600.0,-3733.0,0.0,15268.42857142857,13109.0,7634.0,27273.0,10806.0,9833.0,1156.0,21074.0,071
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,8,1,0.125,7,0.875,-5021.75,-4285.0,-12267.0,4397.0,2424.5,560.5,0.0,8879.0,-8769.0,-6933.0,-15467.0,-5067.0,11193.5,10653.5,6756.0,15901.0,3747.25,3377.5,0.0,11419.0,071
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,4,3,0.75,1,0.25,11364.25,12413.5,-444.0,21074.0,15913.0,15172.5,6034.0,27273.0,-1377.75,-889.0,-3733.0,0.0,17290.75,17128.0,7634.0,27273.0,12742.0,14369.0,1156.0,21074.0,071
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,7,0,0.0,7,1.0,-6367.285714285715,-5067.0,-12267.0,-2489.0,1502.4285714285713,0.0,0.0,5603.0,-9018.57142857143,-6844.0,-15467.0,-5067.0,10521.0,10637.0,6756.0,15467.0,2651.285714285714,3200.0,0.0,6026.0,071
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,4,3,0.75,1,0.25,2896.75,1293.0,-1689.0,10690.0,11077.75,11379.5,6897.0,14655.0,-2000.0,-2000.0,-4000.0,0.0,13077.75,12776.0,10143.0,16616.0,4896.75,3293.0,2311.0,10690.0,071
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,3,1,0.3333333333333333,2,0.6666666666666666,-5133.666666666667,-9341.0,-9422.0,3362.0,1781.6666666666667,0.0,0.0,5345.0,-11010.666666666666,-13032.0,-13689.0,-6311.0,12792.333333333334,13032.0,11656.0,13689.0,5877.0,4267.0,3691.0,9673.0,071
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,1,0,0.0,1,1.0,-1333.0,-1333.0,-1333.0,-1333.0,5603.0,5603.0,5603.0,5603.0,-1867.0,-1867.0,-1867.0,-1867.0,7470.0,7470.0,7470.0,7470.0,534.0,534.0,534.0,534.0,072
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,6,4,0.6666666666666666,2,0.3333333333333333,-895.6666666666666,5431.0,-20089.0,12759.0,6681.166666666667,8621.0,0.0,13276.0,-12859.166666666666,-9778.0,-26043.0,-5600.0,19540.333333333332,19543.0,13712.0,26043.0,11963.5,11164.5,0.0,22715.0,072
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,6,4,0.6666666666666666,2,0.3333333333333333,5116.666666666667,2390.0,-4000.0,15868.0,8786.333333333334,5615.0,0.0,21074.0,-3315.8333333333335,-3670.0,-4085.0,-1092.0,12102.166666666666,7850.0,4000.0,25159.0,8432.5,5971.0,0.0,19953.0,072
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,8,5,0.625,3,0.375,4131.5,5431.0,-13333.0,23058.0,9552.5,8707.0,0.0,23058.0,-9439.625,-9778.0,-13333.0,-5600.0,18992.125,16578.5,9600.0,31739.0,13571.125,11164.5,0.0,31739.0,072
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,6,4,0.6666666666666666,2,0.3333333333333333,5116.666666666667,2390.0,-4000.0,15868.0,8786.333333333334,5615.0,0.0,21074.0,-3315.8333333333335,-3670.0,-4085.0,-1092.0,12102.166666666666,7850.0,4000.0,25159.0,8432.5,5971.0,0.0,19953.0,072
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,5,2,0.4,3,0.6,1886.2,-7467.0,-13333.0,23058.0,9146.0,4655.0,0.0,23058.0,-10818.8,-10213.0,-13333.0,-8681.0,19964.8,17988.0,9600.0,31739.0,12705.0,2133.0,0.0,31739.0,072
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,2,1,0.5,1,0.5,2507.5,2507.5,-444.0,5459.0,6949.0,6949.0,5776.0,8122.0,-2829.5,-2829.5,-3378.0,-2281.0,9778.5,9778.5,9154.0,10403.0,5337.0,5337.0,2934.0,7740.0,072
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,10,1,0.1,9,0.9,-7474.1,-8933.5,-14044.0,6121.0,1121.6,177.0,0.0,7931.0,-10673.6,-10400.0,-14044.0,-8267.0,11795.2,11111.0,9689.0,16198.0,3199.5,1559.0,0.0,14388.0,072
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,8,6,0.75,2,0.25,8384.25,4969.0,-4622.0,26033.0,12767.25,11912.5,1638.0,27273.0,-2495.5,-2523.0,-4622.0,-356.0,15262.75,13352.0,5842.0,28039.0,10879.75,7039.5,0.0,26799.0,073
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,2,0,0.0,2,1.0,-11822.0,-11822.0,-18133.0,-5511.0,1896.5,1896.5,0.0,3793.0,-14400.0,-14400.0,-18133.0,-10667.0,16296.5,16296.5,14460.0,18133.0,2578.0,2578.0,0.0,5156.0,073
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,10,10,1.0,0,0.0,9451.6,5646.5,948.0,26033.0,13720.9,11912.5,4397.0,27273.0,-2015.8,-2061.5,-4557.0,0.0,15736.7,13352.0,8041.0,28039.0,11467.4,7816.0,4592.0,26799.0,073
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,7,1,0.14285714285714285,6,0.8571428571428571,-9531.42857142857,-7200.0,-18133.0,1724.0,3078.8571428571427,2759.0,0.0,8879.0,-11034.714285714286,-7911.0,-18133.0,-5333.0,14113.57142857143,16790.0,6844.0,18937.0,1503.2857142857142,711.0,0.0,7146.0,073
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,8,8,1.0,0,0.0,5678.125,5290.5,948.0,14483.0,10704.75,10361.0,4397.0,18966.0,-2072.875,-2061.5,-4557.0,0.0,12777.625,12857.0,8041.0,18966.0,7751.0,7039.5,4592.0,14483.0,073
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,7,1,0.14285714285714285,6,0.8571428571428571,-9531.42857142857,-7200.0,-18133.0,1724.0,3078.8571428571427,2759.0,0.0,8879.0,-11034.714285714286,-7911.0,-18133.0,-5333.0,14113.57142857143,16790.0,6844.0,18937.0,1503.2857142857142,711.0,0.0,7146.0,073
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,2,2,1.0,0,0.0,948.5,948.5,690.0,1207.0,9224.5,9224.5,7759.0,10690.0,-1822.0,-1822.0,-2311.0,-1333.0,11046.5,11046.5,9092.0,13001.0,2770.5,2770.5,2540.0,3001.0,073
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,6,1,0.16666666666666666,5,0.8333333333333334,-6734.833333333333,-5644.5,-15289.0,4741.0,4310.166666666667,3103.5,0.0,12241.0,-9776.666666666666,-8711.0,-15289.0,-5333.0,14086.833333333334,13049.0,7747.0,21130.0,3041.8333333333335,1555.0,0.0,11585.0,073
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,3,1,0.3333333333333333,2,0.6666666666666666,5275.0,-1511.0,-4978.0,22314.0,11716.666666666666,6983.0,1638.0,26529.0,-2673.6666666666665,-1532.0,-4978.0,-1511.0,14390.333333333334,8494.0,6616.0,28061.0,7948.666666666667,0.0,0.0,23846.0,074
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,4,3,0.75,1,0.25,695.25,4138.0,-21702.0,16207.0,7478.5,5474.0,0.0,18966.0,-13183.0,-9244.5,-25532.0,-8711.0,20661.5,21790.0,11211.0,27855.0,13878.25,13293.5,3830.0,25096.0,074
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,6,4,0.6666666666666666,2,0.3333333333333333,6656.666666666667,4218.0,-2756.0,22314.0,13245.666666666666,12030.5,5172.0,26529.0,-2265.8333333333335,-1775.0,-4267.0,0.0,15511.5,15173.0,8494.0,28061.0,8922.5,7360.5,0.0,23846.0,074
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,8,5,0.625,3,0.375,1144.75,2155.5,-21702.0,16207.0,7812.625,6638.0,0.0,18966.0,-10802.625,-8800.0,-25532.0,-5511.0,18615.25,18716.5,11211.0,27855.0,11947.375,10600.0,3023.0,25096.0,074
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,3,2,0.6666666666666666,1,0.3333333333333333,4486.666666666667,2759.0,-2756.0,13457.0,10633.666666666666,10000.0,5172.0,16729.0,-2844.6666666666665,-4267.0,-4267.0,0.0,13478.333333333334,14267.0,9439.0,16729.0,7331.333333333333,7026.0,1511.0,13457.0,074
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,7,4,0.5714285714285714,3,0.42857142857142855,1259.0,3966.0,-21702.0,16207.0,8571.57142857143,8448.0,0.0,18966.0,-11101.42857142857,-8889.0,-25532.0,-5511.0,19673.0,19385.0,11556.0,27855.0,12360.42857142857,12144.0,3023.0,25096.0,074
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,4,0,0.0,4,1.0,-2155.5,-2000.0,-4178.0,-444.0,905.25,646.5,0.0,2328.0,-2644.5,-2578.0,-4178.0,-1244.0,3549.75,3733.5,2537.0,4195.0,489.0,400.0,0.0,1156.0,074
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,4,1,0.25,3,0.75,-5674.0,-10133.5,-15526.0,13097.0,4392.25,1395.0,0.0,14779.0,-12244.0,-12355.5,-15526.0,-8739.0,16636.25,15913.5,11200.0,23518.0,6570.0,2222.0,0.0,21836.0,074
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,3,3,1.0,0,0.0,26942.0,28264.0,23058.0,29504.0,27603.0,28264.0,25041.0,29504.0,-3915.0,-3830.0,-4596.0,-3319.0,31518.0,32860.0,28360.0,33334.0,30857.0,32860.0,26377.0,33334.0,075
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,2,1,0.5,1,0.5,-5481.5,-5481.5,-11911.0,948.0,2198.5,2198.5,0.0,4397.0,-12888.5,-12888.5,-17244.0,-8533.0,15087.0,15087.0,12930.0,17244.0,7407.0,7407.0,5333.0,9481.0,075
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,7,7,1.0,0,0.0,21489.285714285714,22810.0,13276.0,29504.0,24044.714285714286,25041.0,13276.0,29504.0,-2757.0,-3319.0,-4800.0,-255.0,26801.714285714286,26799.0,18076.0,33334.0,24246.285714285714,23576.0,15875.0,33334.0,075
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,7,3,0.42857142857142855,4,0.5714285714285714,-3406.8571428571427,-2044.0,-11911.0,5690.0,3840.1428571428573,3017.0,0.0,8793.0,-8989.0,-7111.0,-17244.0,-5946.0,12829.142857142857,12930.0,8689.0,17244.0,5582.142857142857,5333.0,0.0,12801.0,075
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,6,6,1.0,0,0.0,22088.666666666668,22934.0,13276.0,29504.0,24320.0,25537.0,13276.0,29504.0,-2927.6666666666665,-3574.5,-4800.0,-255.0,27247.666666666668,27579.5,18076.0,33334.0,25016.333333333332,24976.5,15875.0,33334.0,075
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,6,2,0.3333333333333333,4,0.6666666666666666,-4132.666666666667,-3995.0,-11911.0,5690.0,3747.3333333333335,2880.0,0.0,8793.0,-9065.0,-6889.0,-17244.0,-5946.0,12812.333333333334,12676.5,8689.0,17244.0,4932.333333333333,4933.5,0.0,12801.0,075
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,4,1,0.25,3,0.75,-885.25,-577.5,-4800.0,2414.0,2651.0,2759.0,0.0,5086.0,-3911.0,-3866.5,-4800.0,-3111.0,6562.0,6647.0,4533.0,8421.0,3025.75,3289.0,0.0,5525.0,075
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,4,0,0.0,4,1.0,-10955.25,-10088.5,-16711.0,-6933.0,4138.0,603.5,0.0,15345.0,-11399.75,-10977.5,-16711.0,-6933.0,15537.75,14311.0,11251.0,22278.0,444.5,0.0,0.0,1778.0,075
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,4,4,1.0,0,0.0,19113.5,14412.0,2069.0,45561.0,25886.0,22458.0,12414.0,46214.0,-1039.75,-390.5,-3378.0,0.0,26925.75,23027.5,15172.0,46476.0,20153.25,16360.5,2069.0,45823.0,076
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,4,1,0.25,3,0.75,-3015.75,-7581.0,-11556.0,14655.0,4978.5,2457.0,0.0,15000.0,-9300.5,-7867.0,-14933.0,-6535.0,14279.0,14412.5,6535.0,21756.0,6284.75,1864.0,0.0,21411.0,076
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,6,6,1.0,0,0.0,25734.166666666668,24610.0,1293.0,45561.0,28030.0,26336.5,6379.0,46214.0,-1331.3333333333333,-481.5,-3947.0,0.0,29361.333333333332,28004.0,6823.0,46476.0,27065.5,26069.0,1737.0,45823.0,076
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,12,1,0.08333333333333333,11,0.9166666666666666,-6030.916666666667,-6977.5,-15064.0,14655.0,3541.6666666666665,1034.5,0.0,15000.0,-10979.416666666666,-8844.5,-26553.0,-5333.0,14521.083333333334,13968.0,6535.0,26553.0,4948.5,1686.5,0.0,21411.0,076
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,6,6,1.0,0,0.0,25734.166666666668,24610.0,1293.0,45561.0,28030.0,26336.5,6379.0,46214.0,-1331.3333333333333,-481.5,-3947.0,0.0,29361.333333333332,28004.0,6823.0,46476.0,27065.5,26069.0,1737.0,45823.0,076
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,11,0,0.0,11,1.0,-7911.454545454545,-7111.0,-15064.0,-1067.0,2500.0,948.0,0.0,13276.0,-11363.363636363636,-8978.0,-26553.0,-5333.0,13863.363636363636,13892.0,6535.0,26553.0,3451.909090909091,351.0,0.0,13155.0,076
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,3,3,1.0,0,0.0,4554.333333333333,4655.0,4052.0,4956.0,6656.666666666667,6379.0,4741.0,8850.0,-3480.6666666666665,-4178.0,-4711.0,-1553.0,10137.333333333334,10403.0,8919.0,11090.0,8035.0,8230.0,6509.0,9366.0,076
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,4,1,0.25,3,0.75,-5669.0,-8725.5,-10311.0,5086.0,1715.25,241.0,0.0,6379.0,-10918.25,-9170.0,-16711.0,-8622.0,12633.5,12514.5,8794.0,16711.0,5249.25,3200.0,0.0,14597.0,076
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,2,2,1.0,0,0.0,17082.0,17082.0,15321.0,18843.0,22243.5,22243.5,21429.0,23058.0,-181.5,-181.5,-255.0,-108.0,22425.0,22425.0,21537.0,23313.0,17263.5,17263.5,15429.0,19098.0,077
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,7,5,0.7142857142857143,2,0.2857142857142857,7533.0,13805.0,-11556.0,22562.0,10930.714285714286,15808.0,0.0,23554.0,-7983.428571428572,-6667.0,-13333.0,-5872.0,18914.14285714286,22495.0,9684.0,29426.0,15516.42857142857,19751.0,1777.0,28434.0,077
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,8,8,1.0,0,0.0,9507.625,7457.0,3362.0,18843.0,13534.875,11982.5,6293.0,23058.0,-2301.0,-2400.0,-4622.0,-108.0,15835.875,14657.5,10915.0,23313.0,11808.625,11235.0,7656.0,19098.0,077
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,8,2,0.25,6,0.75,-1987.25,-2444.5,-18133.0,15808.0,5520.875,2931.0,0.0,16549.0,-9618.125,-8299.5,-18133.0,-5946.0,15139.0,13285.5,8178.0,24229.0,7630.875,4533.5,0.0,24229.0,077
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,8,8,1.0,0,0.0,9507.625,7457.0,3362.0,18843.0,13534.875,11982.5,6293.0,23058.0,-2301.0,-2400.0,-4622.0,-108.0,15835.875,14657.5,10915.0,23313.0,11808.625,11235.0,7656.0,19098.0,077
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,7,2,0.2857142857142857,5,0.7142857142857143,-2118.714285714286,-3822.0,-18133.0,15808.0,5459.857142857143,2500.0,0.0,16549.0,-10027.0,-8421.0,-18133.0,-5946.0,15486.857142857143,13867.0,8178.0,24229.0,7908.285714285715,3378.0,0.0,24229.0,077
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,0,0,,0,,,,,,,,,,,,,,,,,,,,,,077
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,8,0,0.0,8,1.0,-10524.625,-8044.0,-26043.0,-1711.0,1970.75,1120.5,0.0,6724.0,-12968.5,-12355.5,-26043.0,-5439.0,14939.25,14895.5,7706.0,26291.0,2443.875,178.0,0.0,9245.0,077
