feature,n,bullish_count,bullish_rate,baseline,lift,wilson_low,wilson_high,feature_family,machine
323.3046979672181 + 357.8345200089889 + 229.56057079092648,0,0,,0.5666666666666667,,,,phase,075
323.3046979672181 + 357.8345200089889 + 229.56057079092648,0,0,,0.4,,,,phase,077
115.17969796721763 + 155.33452000898842 + 319.56057079092625,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
115.17969796721763 + 155.33452000898842 + 319.56057079092625,0,0,,0.5166666666666667,,,,phase,056
115.17969796721763 + 155.33452000898842 + 319.56057079092625,0,0,,0.5666666666666667,,,,phase,075
115.17969796721763 + 155.33452000898842 + 319.56057079092625,0,0,,0.4,,,,phase,077
267.05469796721854 + 312.8345200089884 + 49.560570790926704,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
267.05469796721854 + 312.8345200089884 + 49.560570790926704,0,0,,0.5166666666666667,,,,phase,056
267.05469796721854 + 312.8345200089884 + 49.560570790926704,0,0,,0.5666666666666667,,,,phase,075
267.05469796721854 + 312.8345200089884 + 49.560570790926704,0,0,,0.4,,,,phase,077
58.92969796721809 + 110.33452000898887 + 139.56057079092625,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
58.92969796721809 + 110.33452000898887 + 139.56057079092625,0,0,,0.5166666666666667,,,,phase,056
58.92969796721809 + 110.33452000898887 + 139.56057079092625,0,0,,0.5666666666666667,,,,phase,075
58.92969796721809 + 110.33452000898887 + 139.56057079092625,0,0,,0.4,,,,phase,077
210.80469796721763 + 267.8345200089884 + 229.5605707909258,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
210.80469796721763 + 267.8345200089884 + 229.5605707909258,0,0,,0.5166666666666667,,,,phase,056
210.80469796721763 + 267.8345200089884 + 229.5605707909258,0,0,,0.5666666666666667,,,,phase,075
210.80469796721763 + 267.8345200089884 + 229.5605707909258,0,0,,0.4,,,,phase,077
2.6796979672180896 + 65.33452000898842 + 319.5605707909267,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
2.6796979672180896 + 65.33452000898842 + 319.5605707909267,0,0,,0.5166666666666667,,,,phase,056
2.6796979672180896 + 65.33452000898842 + 319.5605707909267,0,0,,0.5666666666666667,,,,phase,075
2.6796979672180896 + 65.33452000898842 + 319.5605707909267,0,0,,0.4,,,,phase,077
154.5546979672181 + 222.83452000898797 + 49.56057079092625,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
154.5546979672181 + 222.83452000898797 + 49.56057079092625,0,0,,0.5166666666666667,,,,phase,056
154.5546979672181 + 222.83452000898797 + 49.56057079092625,0,0,,0.5666666666666667,,,,phase,075
154.5546979672181 + 222.83452000898797 + 49.56057079092625,0,0,,0.4,,,,phase,077
306.4296979672181 + 20.334520008987965 + 139.5605707909267,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
306.4296979672181 + 20.334520008987965 + 139.5605707909267,0,0,,0.5166666666666667,,,,phase,056
306.4296979672181 + 20.334520008987965 + 139.5605707909267,0,0,,0.5666666666666667,,,,phase,075
306.4296979672181 + 20.334520008987965 + 139.5605707909267,0,0,,0.4,,,,phase,077
98.30469796721809 + 177.83452000898887 + 229.56057079092625,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
98.30469796721809 + 177.83452000898887 + 229.56057079092625,0,0,,0.5166666666666667,,,,phase,056
98.30469796721809 + 177.83452000898887 + 229.56057079092625,0,0,,0.5666666666666667,,,,phase,075
98.30469796721809 + 177.83452000898887 + 229.56057079092625,0,0,,0.4,,,,phase,077
250.1796979672181 + 335.33452000898797 + 319.56057079092625,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
250.1796979672181 + 335.33452000898797 + 319.56057079092625,0,0,,0.5166666666666667,,,,phase,056
250.1796979672181 + 335.33452000898797 + 319.56057079092625,0,0,,0.5666666666666667,,,,phase,075
250.1796979672181 + 335.33452000898797 + 319.56057079092625,0,0,,0.4,,,,phase,077
42.05469796721809 + 132.83452000898797 + 49.560570790926704,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
42.05469796721809 + 132.83452000898797 + 49.560570790926704,0,0,,0.5166666666666667,,,,phase,056
42.05469796721809 + 132.83452000898797 + 49.560570790926704,0,0,,0.5666666666666667,,,,phase,075
42.05469796721809 + 132.83452000898797 + 49.560570790926704,0,0,,0.4,,,,phase,077
193.9296979672181 + 290.3345200089889 + 139.56057079092625,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
193.9296979672181 + 290.3345200089889 + 139.56057079092625,0,0,,0.5166666666666667,,,,phase,056
193.9296979672181 + 290.3345200089889 + 139.56057079092625,0,0,,0.5666666666666667,,,,phase,075
193.9296979672181 + 290.3345200089889 + 139.56057079092625,0,0,,0.4,,,,phase,077
345.8046979672181 + 87.83452000898797 + 229.5605707909258,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
345.8046979672181 + 87.83452000898797 + 229.5605707909258,0,0,,0.5166666666666667,,,,phase,056
345.8046979672181 + 87.83452000898797 + 229.5605707909258,0,0,,0.5666666666666667,,,,phase,075
345.8046979672181 + 87.83452000898797 + 229.5605707909258,0,0,,0.4,,,,phase,077
137.6796979672181 + 245.33452000898797 + 319.5605707909267,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
137.6796979672181 + 245.33452000898797 + 319.5605707909267,0,0,,0.5166666666666667,,,,phase,056
137.6796979672181 + 245.33452000898797 + 319.5605707909267,0,0,,0.5666666666666667,,,,phase,075
137.6796979672181 + 245.33452000898797 + 319.5605707909267,0,0,,0.4,,,,phase,077
289.5546979672181 + 42.834520008988875 + 49.56057079092625,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
289.5546979672181 + 42.834520008988875 + 49.56057079092625,0,0,,0.5166666666666667,,,,phase,056
289.5546979672181 + 42.834520008988875 + 49.56057079092625,0,0,,0.5666666666666667,,,,phase,075
289.5546979672181 + 42.834520008988875 + 49.56057079092625,0,0,,0.4,,,,phase,077
81.42969796721809 + 200.33452000898797 + 139.5605707909267,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
81.42969796721809 + 200.33452000898797 + 139.5605707909267,0,0,,0.5166666666666667,,,,phase,056
81.42969796721809 + 200.33452000898797 + 139.5605707909267,0,0,,0.5666666666666667,,,,phase,075
81.42969796721809 + 200.33452000898797 + 139.5605707909267,0,0,,0.4,,,,phase,077
233.3046979672181 + 357.83452000898797 + 229.56057079092625,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
233.3046979672181 + 357.83452000898797 + 229.56057079092625,0,0,,0.5166666666666667,,,,phase,056
233.3046979672181 + 357.83452000898797 + 229.56057079092625,0,0,,0.5666666666666667,,,,phase,075
233.3046979672181 + 357.83452000898797 + 229.56057079092625,0,0,,0.4,,,,phase,077
25.17969796721809 + 155.33452000898887 + 319.56057079092625,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
25.17969796721809 + 155.33452000898887 + 319.56057079092625,0,0,,0.5166666666666667,,,,phase,056
25.17969796721809 + 155.33452000898887 + 319.56057079092625,0,0,,0.5666666666666667,,,,phase,075
25.17969796721809 + 155.33452000898887 + 319.56057079092625,0,0,,0.4,,,,phase,077
177.0546979672181 + 312.83452000898797 + 49.560570790926704,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
177.0546979672181 + 312.83452000898797 + 49.560570790926704,0,0,,0.5166666666666667,,,,phase,056
177.0546979672181 + 312.83452000898797 + 49.560570790926704,0,0,,0.5666666666666667,,,,phase,075
177.0546979672181 + 312.83452000898797 + 49.560570790926704,0,0,,0.4,,,,phase,077
328.9296979672181 + 110.33452000898887 + 139.56057079092625,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
328.9296979672181 + 110.33452000898887 + 139.56057079092625,0,0,,0.5166666666666667,,,,phase,056
328.9296979672181 + 110.33452000898887 + 139.56057079092625,0,0,,0.5666666666666667,,,,phase,075
328.9296979672181 + 110.33452000898887 + 139.56057079092625,0,0,,0.4,,,,phase,077
120.80469796721809 + 267.8345200089889 + 229.5605707909258,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
120.80469796721809 + 267.8345200089889 + 229.5605707909258,0,0,,0.5166666666666667,,,,phase,056
120.80469796721809 + 267.8345200089889 + 229.5605707909258,0,0,,0.5666666666666667,,,,phase,075
120.80469796721809 + 267.8345200089889 + 229.5605707909258,0,0,,0.4,,,,phase,077
272.6796979672181 + 65.33452000898797 + 319.5605707909267,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
272.6796979672181 + 65.33452000898797 + 319.5605707909267,0,0,,0.5166666666666667,,,,phase,056
272.6796979672181 + 65.33452000898797 + 319.5605707909267,0,0,,0.5666666666666667,,,,phase,075
272.6796979672181 + 65.33452000898797 + 319.5605707909267,0,0,,0.4,,,,phase,077
64.55469796721809 + 222.83452000898887 + 49.56057079092625,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
64.55469796721809 + 222.83452000898887 + 49.56057079092625,0,0,,0.5166666666666667,,,,phase,056
64.55469796721809 + 222.83452000898887 + 49.56057079092625,0,0,,0.5666666666666667,,,,phase,075
64.55469796721809 + 222.83452000898887 + 49.56057079092625,0,0,,0.4,,,,phase,077
216.4296979672181 + 20.334520008988875 + 139.56057079092716,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
216.4296979672181 + 20.334520008988875 + 139.56057079092716,0,0,,0.5166666666666667,,,,phase,056
216.4296979672181 + 20.334520008988875 + 139.56057079092716,0,0,,0.5666666666666667,,,,phase,075
216.4296979672181 + 20.334520008988875 + 139.56057079092716,0,0,,0.4,,,,phase,077
8.30469796721809 + 177.83452000898797 + 229.56057079092625,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
8.30469796721809 + 177.83452000898797 + 229.56057079092625,0,0,,0.5166666666666667,,,,phase,056
8.30469796721809 + 177.83452000898797 + 229.56057079092625,0,0,,0.5666666666666667,,,,phase,075
8.30469796721809 + 177.83452000898797 + 229.56057079092625,0,0,,0.4,,,,phase,077
160.1796979672181 + 335.3345200089889 + 319.56057079092625,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
160.1796979672181 + 335.3345200089889 + 319.56057079092625,0,0,,0.5166666666666667,,,,phase,056
160.1796979672181 + 335.3345200089889 + 319.56057079092625,0,0,,0.5666666666666667,,,,phase,075
160.1796979672181 + 335.3345200089889 + 319.56057079092625,0,0,,0.4,,,,phase,077
312.0546979672181 + 132.83452000898887 + 49.56057079092625,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
312.0546979672181 + 132.83452000898887 + 49.56057079092625,0,0,,0.5166666666666667,,,,phase,056
312.0546979672181 + 132.83452000898887 + 49.56057079092625,0,0,,0.5666666666666667,,,,phase,075
312.0546979672181 + 132.83452000898887 + 49.56057079092625,0,0,,0.4,,,,phase,077
103.92969796721809 + 290.33452000898797 + 139.56057079092625,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
103.92969796721809 + 290.33452000898797 + 139.56057079092625,0,0,,0.5166666666666667,,,,phase,056
103.92969796721809 + 290.33452000898797 + 139.56057079092625,0,0,,0.5666666666666667,,,,phase,075
103.92969796721809 + 290.33452000898797 + 139.56057079092625,0,0,,0.4,,,,phase,077
255.8046979672181 + 87.83452000898887 + 229.56057079092716,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
255.8046979672181 + 87.83452000898887 + 229.56057079092716,0,0,,0.5166666666666667,,,,phase,056
255.8046979672181 + 87.83452000898887 + 229.56057079092716,0,0,,0.5666666666666667,,,,phase,075
255.8046979672181 + 87.83452000898887 + 229.56057079092716,0,0,,0.4,,,,phase,077
47.67969796721627 + 245.33452000898887 + 319.56057079092625,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
47.67969796721627 + 245.33452000898887 + 319.56057079092625,0,0,,0.5166666666666667,,,,phase,056
47.67969796721627 + 245.33452000898887 + 319.56057079092625,0,0,,0.5666666666666667,,,,phase,075
47.67969796721627 + 245.33452000898887 + 319.56057079092625,0,0,,0.4,,,,phase,077
199.55469796721627 + 42.834520008988875 + 49.56057079092625,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
199.55469796721627 + 42.834520008988875 + 49.56057079092625,0,0,,0.5166666666666667,,,,phase,056
199.55469796721627 + 42.834520008988875 + 49.56057079092625,0,0,,0.5666666666666667,,,,phase,075
199.55469796721627 + 42.834520008988875 + 49.56057079092625,0,0,,0.4,,,,phase,077
351.42969796721536 + 200.33452000898797 + 139.56057079092716,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
351.42969796721536 + 200.33452000898797 + 139.56057079092716,0,0,,0.5166666666666667,,,,phase,056
351.42969796721536 + 200.33452000898797 + 139.56057079092716,0,0,,0.5666666666666667,,,,phase,075
351.42969796721536 + 200.33452000898797 + 139.56057079092716,0,0,,0.4,,,,phase,077
143.30469796721718 + 357.83452000898797 + 229.56057079092625,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
143.30469796721718 + 357.83452000898797 + 229.56057079092625,0,0,,0.5166666666666667,,,,phase,056
143.30469796721718 + 357.83452000898797 + 229.56057079092625,0,0,,0.5666666666666667,,,,phase,075
143.30469796721718 + 357.83452000898797 + 229.56057079092625,0,0,,0.4,,,,phase,077
295.17969796721627 + 155.33452000898797 + 319.56057079092716,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
295.17969796721627 + 155.33452000898797 + 319.56057079092716,0,0,,0.5166666666666667,,,,phase,056
295.17969796721627 + 155.33452000898797 + 319.56057079092716,0,0,,0.5666666666666667,,,,phase,075
295.17969796721627 + 155.33452000898797 + 319.56057079092716,0,0,,0.4,,,,phase,077
87.05469796721627 + 312.83452000898797 + 49.56057079092625,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
87.05469796721627 + 312.83452000898797 + 49.56057079092625,0,0,,0.5166666666666667,,,,phase,056
87.05469796721627 + 312.83452000898797 + 49.56057079092625,0,0,,0.5666666666666667,,,,phase,075
87.05469796721627 + 312.83452000898797 + 49.56057079092625,0,0,,0.4,,,,phase,077
238.92969796721627 + 110.33452000898797 + 139.56057079092625,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
238.92969796721627 + 110.33452000898797 + 139.56057079092625,0,0,,0.5166666666666667,,,,phase,056
238.92969796721627 + 110.33452000898797 + 139.56057079092625,0,0,,0.5666666666666667,,,,phase,075
238.92969796721627 + 110.33452000898797 + 139.56057079092625,0,0,,0.4,,,,phase,077
30.80469796721627 + 267.8345200089898 + 229.56057079092716,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
30.80469796721627 + 267.8345200089898 + 229.56057079092716,0,0,,0.5166666666666667,,,,phase,056
30.80469796721627 + 267.8345200089898 + 229.56057079092716,0,0,,0.5666666666666667,,,,phase,075
30.80469796721627 + 267.8345200089898 + 229.56057079092716,0,0,,0.4,,,,phase,077
182.67969796721627 + 65.33452000898797 + 319.56057079092625,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
182.67969796721627 + 65.33452000898797 + 319.56057079092625,0,0,,0.5166666666666667,,,,phase,056
182.67969796721627 + 65.33452000898797 + 319.56057079092625,0,0,,0.5666666666666667,,,,phase,075
182.67969796721627 + 65.33452000898797 + 319.56057079092625,0,0,,0.4,,,,phase,077
334.55469796721627 + 222.83452000898797 + 49.56057079092625,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
334.55469796721627 + 222.83452000898797 + 49.56057079092625,0,0,,0.5166666666666667,,,,phase,056
334.55469796721627 + 222.83452000898797 + 49.56057079092625,0,0,,0.5666666666666667,,,,phase,075
334.55469796721627 + 222.83452000898797 + 49.56057079092625,0,0,,0.4,,,,phase,077
126.42969796721627 + 20.334520008987965 + 139.56057079092716,1,1,1.0,0.48333333333333334,0.5166666666666666,0.20654329147389294,1.0,phase,049
126.42969796721627 + 20.334520008987965 + 139.56057079092716,0,0,,0.5166666666666667,,,,phase,056
126.42969796721627 + 20.334520008987965 + 139.56057079092716,0,0,,0.5666666666666667,,,,phase,075
126.42969796721627 + 20.334520008987965 + 139.56057079092716,0,0,,0.4,,,,phase,077
278.30469796721627 + 177.83452000898797 + 229.56057079092625,1,0,0.0,0.48333333333333334,-0.48333333333333334,0.0,0.7934567085261071,phase,049
278.30469796721627 + 177.83452000898797 + 229.56057079092625,0,0,,0.5166666666666667,,,,phase,056
278.30469796721627 + 177.83452000898797 + 229.56057079092625,0,0,,0.5666666666666667,,,,phase,075
278.30469796721627 + 177.83452000898797 + 229.56057079092625,0,0,,0.4,,,,phase,077
145.79401559557633 + 227.75780855155776 + 6.25191994677576,0,0,,0.48333333333333334,,,,phase,049
145.79401559557633 + 227.75780855155776 + 6.25191994677576,1,1,1.0,0.5166666666666667,0.4833333333333333,0.20654329147389294,1.0,phase,056
145.79401559557633 + 227.75780855155776 + 6.25191994677576,0,0,,0.5666666666666667,,,,phase,075
145.79401559557633 + 227.75780855155776 + 6.25191994677576,0,0,,0.4,,,,phase,077
297.6690155955763 + 255.88280855155776 + 146.87691994677576,0,0,,0.48333333333333334,,,,phase,049
297.6690155955763 + 255.88280855155776 + 146.87691994677576,1,0,0.0,0.5166666666666667,-0.5166666666666667,0.0,0.7934567085261071,phase,056
297.6690155955763 + 255.88280855155776 + 146.87691994677576,0,0,,0.5666666666666667,,,,phase,075
297.6690155955763 + 255.88280855155776 + 146.87691994677576,0,0,,0.4,,,,phase,077
89.5440155955763 + 284.0078085515578 + 287.5019199467758,0,0,,0.48333333333333334,,,,phase,049
89.5440155955763 + 284.0078085515578 + 287.5019199467758,1,1,1.0,0.5166666666666667,0.4833333333333333,0.20654329147389294,1.0,phase,056
89.5440155955763 + 284.0078085515578 + 287.5019199467758,0,0,,0.5666666666666667,,,,phase,075
89.5440155955763 + 284.0078085515578 + 287.5019199467758,0,0,,0.4,,,,phase,077
241.4190155955763 + 312.13280855155773 + 68.12691994677573,0,0,,0.48333333333333334,,,,phase,049
241.4190155955763 + 312.13280855155773 + 68.12691994677573,1,0,0.0,0.5166666666666667,-0.5166666666666667,0.0,0.7934567085261071,phase,056
241.4190155955763 + 312.13280855155773 + 68.12691994677573,0,0,,0.5666666666666667,,,,phase,075
