time,minute,machine,group,value,delta_5m,delta_10m,delta_30m
16:10,970,0068,g5,-5689,0,0,-1600
16:15,975,0068,g5,-5689,0,0,0
16:20,980,0068,g5,-5689,0,0,0
16:25,985,0068,g5,-5689,0,0,0
16:30,990,0068,g5,-6400,-711,-711,-711
16:35,995,0068,g5,-6400,0,-711,-711
16:40,1000,0068,g5,-6400,0,0,-711
16:45,1005,0068,g5,-6400,0,0,-711
16:50,1010,0068,g5,-7644,-1244,-1244,-1955
16:55,1015,0068,g5,-7644,0,-1244,-1955
17:00,1020,0068,g5,-7644,0,0,-1244
17:05,1025,0068,g5,-7644,0,0,-1244
17:10,1030,0068,g5,-7644,0,0,-1244
17:15,1035,0068,g5,-7644,0,0,-1244
17:20,1040,0068,g5,-7644,0,0,0
17:25,1045,0068,g5,-7644,0,0,0
17:30,1050,0068,g5,-8356,-712,-712,-712
17:35,1055,0068,g5,-8356,0,-712,-712
17:40,1060,0068,g5,-8356,0,0,-712
17:45,1065,0068,g5,-8356,0,0,-712
17:50,1070,0068,g5,-9956,-1600,-1600,-2312
17:55,1075,0068,g5,-9956,0,-1600,-2312
18:00,1080,0068,g5,-9956,0,0,-1600
18:05,1085,0068,g5,-9956,0,0,-1600
18:10,1090,0068,g5,-9956,0,0,-1600
18:15,1095,0068,g5,-9956,0,0,-1600
18:20,1100,0068,g5,-9956,0,0,0
18:25,1105,0068,g5,-10133,-177,-177,-177
18:30,1110,0068,g5,-10133,0,-177,-177
18:35,1115,0068,g5,-10133,0,0,-177
18:40,1120,0068,g5,-10133,0,0,-177
18:45,1125,0068,g5,-10133,0,0,-177
18:50,1130,0068,g5,-10844,-711,-711,-888
18:55,1135,0068,g5,-10844,0,-711,-711
19:00,1140,0068,g5,-10844,0,0,-711
19:05,1145,0068,g5,-10844,0,0,-711
19:10,1150,0068,g5,-10844,0,0,-711
19:15,1155,0068,g5,-10844,0,0,-711
19:20,1160,0068,g5,-10844,0,0,0
19:25,1165,0068,g5,-10133,711,711,711
19:30,1170,0068,g5,-10133,0,711,711
19:35,1175,0068,g5,-10133,0,0,711
19:40,1180,0068,g5,-10133,0,0,711
19:45,1185,0068,g5,-11022,-889,-889,-178
19:50,1190,0068,g5,-11022,0,-889,-178
19:55,1195,0068,g5,-11022,0,0,-889
20:00,1200,0068,g5,-11022,0,0,-889
20:05,1205,0068,g5,-11022,0,0,-889
20:10,1210,0068,g5,-11022,0,0,-889
20:15,1215,0068,g5,-11022,0,0,0
20:20,1220,0068,g5,-11022,0,0,0
20:25,1225,0068,g5,-11022,0,0,0
20:30,1230,0068,g5,-11911,-889,-889,-889
20:35,1235,0068,g5,-11911,0,-889,-889
20:40,1240,0068,g5,-11911,0,0,-889
20:45,1245,0068,g5,-12978,-1067,-1067,-1956
20:50,1250,0068,g5,-12978,0,-1067,-1956
20:55,1255,0068,g5,-12978,0,0,-1956
21:00,1260,0068,g5,-12978,0,0,-1067
21:05,1265,0068,g5,-12978,0,0,-1067
21:10,1270,0068,g5,-12978,0,0,-1067
21:15,1275,0068,g5,-12978,0,0,0
21:20,1280,0068,g5,-12978,0,0,0
21:25,1285,0068,g5,-12978,0,0,0
21:30,1290,0068,g5,-14044,-1066,-1066,-1066
21:35,1295,0068,g5,-14044,0,-1066,-1066
21:40,1300,0068,g5,-14044,0,0,-1066
21:45,1305,0068,g5,-14933,-889,-889,-1955
21:50,1310,0068,g5,-14933,0,-889,-1955
21:55,1315,0068,g5,-14933,0,0,-1955
22:00,1320,0068,g5,-14933,0,0,-889
22:05,1325,0068,g5,-14933,0,0,-889
22:10,1330,0068,g5,-14933,0,0,-889
22:15,1335,0068,g5,-14933,0,0,0
22:20,1340,0068,g5,-14933,0,0,0
22:25,1345,0068,g5,-14933,0,0,0
22:30,1350,0068,g5,-14933,0,0,0
22:35,1355,0068,g5,-14933,0,0,0
22:40,1360,0068,g5,-14933,0,0,0
22:45,1365,0068,g5,-14933,0,0,0
22:50,1370,0068,g5,-14933,0,0,0
22:55,1375,0068,g5,-14933,0,0,0
23:00,1380,0068,g5,-14933,0,0,0
23:05,1385,0068,g5,-14933,0,0,0
23:10,1390,0068,g5,-14933,0,0,0
23:15,1395,0068,g5,-14933,0,0,0
23:16,1396,0068,g5,-14933,,,
23:20,1400,0068,g5,-14933,0,0,0
09:00,540,0069,g6,0,,,
09:05,545,0069,g6,0,0,,
09:10,550,0069,g6,0,0,0,
09:15,555,0069,g6,0,0,0,
09:20,560,0069,g6,0,0,0,
09:25,565,0069,g6,0,0,0,
09:30,570,0069,g6,0,0,0,0
09:35,575,0069,g6,0,0,0,0
09:40,580,0069,g6,0,0,0,0
09:45,585,0069,g6,0,0,0,0
09:50,590,0069,g6,0,0,0,0
09:55,595,0069,g6,0,0,0,0
10:00,600,0069,g6,0,0,0,0
10:05,605,0069,g6,0,0,0,0
10:10,610,0069,g6,0,0,0,0
10:15,615,0069,g6,0,0,0,0
10:20,620,0069,g6,0,0,0,0
10:25,625,0069,g6,0,0,0,0
10:30,630,0069,g6,0,0,0,0
10:35,635,0069,g6,0,0,0,0
10:40,640,0069,g6,-356,-356,-356,-356
10:45,645,0069,g6,-356,0,-356,-356
10:50,650,0069,g6,-356,0,0,-356
10:55,655,0069,g6,-356,0,0,-356
11:00,660,0069,g6,-1600,-1244,-1244,-1600
11:05,665,0069,g6,-1600,0,-1244,-1600
11:10,670,0069,g6,-1600,0,0,-1244
11:15,675,0069,g6,-1600,0,0,-1244
11:20,680,0069,g6,-1600,0,0,-1244
11:25,685,0069,g6,-1600,0,0,-1244
11:30,690,0069,g6,-3733,-2133,-2133,-2133
11:35,695,0069,g6,-3733,0,-2133,-2133
11:40,700,0069,g6,-3733,0,0,-2133
11:45,705,0069,g6,-5156,-1423,-1423,-3556
11:50,710,0069,g6,-5156,0,-1423,-3556
11:55,715,0069,g6,-5156,0,0,-3556
12:00,720,0069,g6,-5156,0,0,-1423
12:05,725,0069,g6,-5156,0,0,-1423
12:10,730,0069,g6,-5156,0,0,-1423
12:15,735,0069,g6,-5156,0,0,0
12:20,740,0069,g6,-5156,0,0,0
12:25,745,0069,g6,-5156,0,0,0
12:30,750,0069,g6,-178,4978,4978,4978
12:35,755,0069,g6,-178,0,4978,4978
12:40,760,0069,g6,-178,0,0,4978
12:45,765,0069,g6,-178,0,0,4978
12:50,770,0069,g6,-356,-178,-178,4800
12:55,775,0069,g6,-356,0,-178,4800
13:00,780,0069,g6,-356,0,0,-178
13:05,785,0069,g6,-356,0,0,-178
13:10,790,0069,g6,-356,0,0,-178
13:15,795,0069,g6,-356,0,0,-178
13:20,800,0069,g6,-356,0,0,0
13:25,805,0069,g6,690,1046,1046,1046
13:30,810,0069,g6,690,0,1046,1046
13:35,815,0069,g6,690,0,0,1046
13:40,820,0069,g6,690,0,0,1046
13:45,825,0069,g6,690,0,0,1046
13:50,830,0069,g6,-711,-1401,-1401,-355
13:55,835,0069,g6,-711,0,-1401,-1401
14:00,840,0069,g6,-711,0,0,-1401
14:05,845,0069,g6,-711,0,0,-1401
14:10,850,0069,g6,-711,0,0,-1401
14:15,855,0069,g6,-711,0,0,-1401
14:20,860,0069,g6,-711,0,0,0
14:25,865,0069,g6,-711,0,0,0
14:30,870,0069,g6,-3733,-3022,-3022,-3022
14:35,875,0069,g6,-3733,0,-3022,-3022
14:40,880,0069,g6,-3733,0,0,-3022
14:45,885,0069,g6,-3733,0,0,-3022
14:50,890,0069,g6,-3733,0,0,-3022
14:55,895,0069,g6,-3733,0,0,-3022
15:00,900,0069,g6,-3733,0,0,0
15:05,905,0069,g6,-3733,0,0,0
15:10,910,0069,g6,-3733,0,0,0
15:15,915,0069,g6,-3733,0,0,0
15:20,920,0069,g6,-3733,0,0,0
15:25,925,0069,g6,-3733,0,0,0
15:30,930,0069,g6,-2311,1422,1422,1422
15:35,935,0069,g6,-2311,0,1422,1422
15:40,940,0069,g6,-2311,0,0,1422
15:45,945,0069,g6,-356,1955,1955,3377
15:50,950,0069,g6,-356,0,1955,3377
15:55,955,0069,g6,-356,0,0,3377
16:00,960,0069,g6,-356,0,0,1955
16:05,965,0069,g6,-356,0,0,1955
16:10,970,0069,g6,-356,0,0,1955
16:15,975,0069,g6,-356,0,0,0
16:20,980,0069,g6,-356,0,0,0
16:25,985,0069,g6,-356,0,0,0
16:30,990,0069,g6,-3556,-3200,-3200,-3200
16:35,995,0069,g6,-3556,0,-3200,-3200
16:40,1000,0069,g6,-3556,0,0,-3200
16:45,1005,0069,g6,-3556,0,0,-3200
16:50,1010,0069,g6,-4800,-1244,-1244,-4444
16:55,1015,0069,g6,-4800,0,-1244,-4444
17:00,1020,0069,g6,-4800,0,0,-1244
17:05,1025,0069,g6,-4800,0,0,-1244
17:10,1030,0069,g6,-4800,0,0,-1244
17:15,1035,0069,g6,-4800,0,0,-1244
17:20,1040,0069,g6,-4800,0,0,0
17:25,1045,0069,g6,-4800,0,0,0
17:30,1050,0069,g6,-7467,-2667,-2667,-2667
17:35,1055,0069,g6,-7467,0,-2667,-2667
17:40,1060,0069,g6,-7467,0,0,-2667
17:45,1065,0069,g6,-7467,0,0,-2667
17:50,1070,0069,g6,-7822,-355,-355,-3022
17:55,1075,0069,g6,-7822,0,-355,-3022
18:00,1080,0069,g6,-7822,0,0,-355
18:05,1085,0069,g6,-7822,0,0,-355
18:10,1090,0069,g6,-7822,0,0,-355
18:15,1095,0069,g6,-7822,0,0,-355
18:20,1100,0069,g6,-7822,0,0,0
18:25,1105,0069,g6,-8000,-178,-178,-178
18:30,1110,0069,g6,-8000,0,-178,-178
18:35,1115,0069,g6,-8000,0,0,-178
18:40,1120,0069,g6,-8000,0,0,-178
18:45,1125,0069,g6,-8000,0,0,-178
18:50,1130,0069,g6,-6933,1067,1067,889
18:55,1135,0069,g6,-6933,0,1067,1067
19:00,1140,0069,g6,-6933,0,0,1067
19:05,1145,0069,g6,-6933,0,0,1067
19:10,1150,0069,g6,-6933,0,0,1067
19:15,1155,0069,g6,-6933,0,0,1067
19:20,1160,0069,g6,-6933,0,0,0
19:25,1165,0069,g6,-8711,-1778,-1778,-1778
19:30,1170,0069,g6,-8711,0,-1778,-1778
19:35,1175,0069,g6,-8711,0,0,-1778
19:40,1180,0069,g6,-8711,0,0,-1778
19:45,1185,0069,g6,-8889,-178,-178,-1956
19:50,1190,0069,g6,-8889,0,-178,-1956
19:55,1195,0069,g6,-8889,0,0,-178
20:00,1200,0069,g6,-8889,0,0,-178
20:05,1205,0069,g6,-8889,0,0,-178
20:10,1210,0069,g6,-8889,0,0,-178
20:15,1215,0069,g6,-8889,0,0,0
20:20,1220,0069,g6,-8889,0,0,0
20:25,1225,0069,g6,-8889,0,0,0
20:30,1230,0069,g6,-9956,-1067,-1067,-1067
20:35,1235,0069,g6,-9956,0,-1067,-1067
20:40,1240,0069,g6,-9956,0,0,-1067
20:45,1245,0069,g6,-10133,-177,-177,-1244
20:50,1250,0069,g6,-10133,0,-177,-1244
20:55,1255,0069,g6,-10133,0,0,-1244
21:00,1260,0069,g6,-10133,0,0,-177
21:05,1265,0069,g6,-10133,0,0,-177
21:10,1270,0069,g6,-10133,0,0,-177
21:15,1275,0069,g6,-10133,0,0,0
21:20,1280,0069,g6,-10133,0,0,0
21:25,1285,0069,g6,-10133,0,0,0
21:30,1290,0069,g6,-10133,0,0,0
21:35,1295,0069,g6,-10133,0,0,0
21:40,1300,0069,g6,-10133,0,0,0
21:45,1305,0069,g6,-10133,0,0,0
21:50,1310,0069,g6,-10133,0,0,0
21:55,1315,0069,g6,-10133,0,0,0
22:00,1320,0069,g6,-10133,0,0,0
22:05,1325,0069,g6,-10133,0,0,0
22:10,1330,0069,g6,-10133,0,0,0
22:15,1335,0069,g6,-10133,0,0,0
22:20,1340,0069,g6,-10133,0,0,0
22:25,1345,0069,g6,-10133,0,0,0
22:30,1350,0069,g6,-10133,0,0,0
22:35,1355,0069,g6,-10133,0,0,0
22:40,1360,0069,g6,-10133,0,0,0
22:45,1365,0069,g6,-10133,0,0,0
22:50,1370,0069,g6,-10133,0,0,0
22:55,1375,0069,g6,-10133,0,0,0
23:00,1380,0069,g6,-10133,0,0,0
23:05,1385,0069,g6,-10133,0,0,0
23:10,1390,0069,g6,-10133,0,0,0
23:15,1395,0069,g6,-10133,0,0,0
23:16,1396,0069,g6,-10133,,,
23:20,1400,0069,g6,-10133,0,0,0
09:00,540,0070,g7,0,,,
09:05,545,0070,g7,0,0,,
09:10,550,0070,g7,0,0,0,
09:15,555,0070,g7,0,0,0,
09:20,560,0070,g7,0,0,0,
09:25,565,0070,g7,0,0,0,
09:30,570,0070,g7,0,0,0,0
09:35,575,0070,g7,0,0,0,0
09:40,580,0070,g7,0,0,0,0
09:45,585,0070,g7,0,0,0,0
09:50,590,0070,g7,0,0,0,0
09:55,595,0070,g7,0,0,0,0
10:00,600,0070,g7,0,0,0,0
10:05,605,0070,g7,0,0,0,0
10:10,610,0070,g7,0,0,0,0
10:15,615,0070,g7,0,0,0,0
10:20,620,0070,g7,0,0,0,0
10:25,625,0070,g7,0,0,0,0
10:30,630,0070,g7,0,0,0,0
10:35,635,0070,g7,0,0,0,0
10:40,640,0070,g7,0,0,0,0
10:45,645,0070,g7,0,0,0,0
10:50,650,0070,g7,0,0,0,0
10:55,655,0070,g7,0,0,0,0
11:00,660,0070,g7,-711,-711,-711,-711
11:05,665,0070,g7,-711,0,-711,-711
11:10,670,0070,g7,-711,0,0,-711
11:15,675,0070,g7,-711,0,0,-711
11:20,680,0070,g7,-711,0,0,-711
11:25,685,0070,g7,-711,0,0,-711
11:30,690,0070,g7,-711,0,0,0
11:35,695,0070,g7,-711,0,0,0
11:40,700,0070,g7,-711,0,0,0
11:45,705,0070,g7,0,711,711,711
11:50,710,0070,g7,0,0,711,711
11:55,715,0070,g7,0,0,0,711
12:00,720,0070,g7,0,0,0,711
12:05,725,0070,g7,0,0,0,711
12:10,730,0070,g7,0,0,0,711
12:15,735,0070,g7,0,0,0,0
12:20,740,0070,g7,0,0,0,0
12:25,745,0070,g7,0,0,0,0
12:30,750,0070,g7,1034,1034,1034,1034
12:35,755,0070,g7,1034,0,1034,1034
12:40,760,0070,g7,1034,0,0,1034
12:45,765,0070,g7,1034,0,0,1034
12:50,770,0070,g7,1207,173,173,1207
12:55,775,0070,g7,1207,0,173,1207
13:00,780,0070,g7,1207,0,0,173
13:05,785,0070,g7,1207,0,0,173
13:10,790,0070,g7,1207,0,0,173
13:15,795,0070,g7,1207,0,0,173
13:20,800,0070,g7,1207,0,0,0
13:25,805,0070,g7,3017,1810,1810,1810
13:30,810,0070,g7,3017,0,1810,1810
13:35,815,0070,g7,3017,0,0,1810
13:40,820,0070,g7,3017,0,0,1810
13:45,825,0070,g7,3017,0,0,1810
13:50,830,0070,g7,1638,-1379,-1379,431
13:55,835,0070,g7,1638,0,-1379,-1379
14:00,840,0070,g7,1638,0,0,-1379
14:05,845,0070,g7,1638,0,0,-1379
14:10,850,0070,g7,1638,0,0,-1379
14:15,855,0070,g7,1638,0,0,-1379
14:20,860,0070,g7,1638,0,0,0
14:25,865,0070,g7,1638,0,0,0
14:30,870,0070,g7,-711,-2349,-2349,-2349
14:35,875,0070,g7,-711,0,-2349,-2349
14:40,880,0070,g7,-711,0,0,-2349
14:45,885,0070,g7,-711,0,0,-2349
14:50,890,0070,g7,-711,0,0,-2349
14:55,895,0070,g7,-711,0,0,-2349
15:00,900,0070,g7,-711,0,0,0
15:05,905,0070,g7,-711,0,0,0
15:10,910,0070,g7,-711,0,0,0
15:15,915,0070,g7,-711,0,0,0
15:20,920,0070,g7,-711,0,0,0
15:25,925,0070,g7,-711,0,0,0
15:30,930,0070,g7,-1511,-800,-800,-800
15:35,935,0070,g7,-1511,0,-800,-800
15:40,940,0070,g7,-1511,0,0,-800
15:45,945,0070,g7,-2844,-1333,-1333,-2133
15:50,950,0070,g7,-2844,0,-1333,-2133
15:55,955,0070,g7,-2844,0,0,-2133
16:00,960,0070,g7,-2844,0,0,-1333
16:05,965,0070,g7,-2844,0,0,-1333
16:10,970,0070,g7,-2844,0,0,-1333
16:15,975,0070,g7,-2844,0,0,0
16:20,980,0070,g7,-2844,0,0,0
16:25,985,0070,g7,-2844,0,0,0
16:30,990,0070,g7,-5778,-2934,-2934,-2934
16:35,995,0070,g7,-5778,0,-2934,-2934
16:40,1000,0070,g7,-5778,0,0,-2934
16:45,1005,0070,g7,-5778,0,0,-2934
16:50,1010,0070,g7,-7289,-1511,-1511,-4445
16:55,1015,0070,g7,-7289,0,-1511,-4445
17:00,1020,0070,g7,-7289,0,0,-1511
17:05,1025,0070,g7,-7289,0,0,-1511
17:10,1030,0070,g7,-7289,0,0,-1511
17:15,1035,0070,g7,-7289,0,0,-1511
17:20,1040,0070,g7,-7289,0,0,0
17:25,1045,0070,g7,-7289,0,0,0
17:30,1050,0070,g7,3534,10823,10823,10823
17:35,1055,0070,g7,3534,0,10823,10823
17:40,1060,0070,g7,3534,0,0,10823
17:45,1065,0070,g7,3534,0,0,10823
17:50,1070,0070,g7,2241,-1293,-1293,9530
17:55,1075,0070,g7,2241,0,-1293,9530
18:00,1080,0070,g7,2241,0,0,-1293
18:05,1085,0070,g7,2241,0,0,-1293
18:10,1090,0070,g7,2241,0,0,-1293
18:15,1095,0070,g7,2241,0,0,-1293
18:20,1100,0070,g7,2241,0,0,0
18:25,1105,0070,g7,1034,-1207,-1207,-1207
18:30,1110,0070,g7,1034,0,-1207,-1207
18:35,1115,0070,g7,1034,0,0,-1207
18:40,1120,0070,g7,1034,0,0,-1207
18:45,1125,0070,g7,1034,0,0,-1207
18:50,1130,0070,g7,1034,0,0,-1207
18:55,1135,0070,g7,1034,0,0,0
19:00,1140,0070,g7,1034,0,0,0
19:05,1145,0070,g7,1034,0,0,0
19:10,1150,0070,g7,1034,0,0,0
19:15,1155,0070,g7,1034,0,0,0
19:20,1160,0070,g7,1034,0,0,0
19:25,1165,0070,g7,-622,-1656,-1656,-1656
19:30,1170,0070,g7,-622,0,-1656,-1656
19:35,1175,0070,g7,-622,0,0,-1656
19:40,1180,0070,g7,-622,0,0,-1656
19:45,1185,0070,g7,-978,-356,-356,-2012
19:50,1190,0070,g7,-978,0,-356,-2012
19:55,1195,0070,g7,-978,0,0,-356
20:00,1200,0070,g7,-978,0,0,-356
20:05,1205,0070,g7,-978,0,0,-356
20:10,1210,0070,g7,-978,0,0,-356
20:15,1215,0070,g7,-978,0,0,0
20:20,1220,0070,g7,-978,0,0,0
20:25,1225,0070,g7,-978,0,0,0
20:30,1230,0070,g7,-978,0,0,0
20:35,1235,0070,g7,-978,0,0,0
20:40,1240,0070,g7,-978,0,0,0
20:45,1245,0070,g7,-2489,-1511,-1511,-1511
20:50,1250,0070,g7,-2489,0,-1511,-1511
20:55,1255,0070,g7,-2489,0,0,-1511
21:00,1260,0070,g7,-2489,0,0,-1511
21:05,1265,0070,g7,-2489,0,0,-1511
21:10,1270,0070,g7,-2489,0,0,-1511
21:15,1275,0070,g7,-2489,0,0,0
21:20,1280,0070,g7,-2489,0,0,0
21:25,1285,0070,g7,-2489,0,0,0
21:30,1290,0070,g7,-3644,-1155,-1155,-1155
21:35,1295,0070,g7,-3644,0,-1155,-1155
21:40,1300,0070,g7,-3644,0,0,-1155
21:45,1305,0070,g7,-3911,-267,-267,-1422
21:50,1310,0070,g7,-3911,0,-267,-1422
21:55,1315,0070,g7,-3911,0,0,-1422
22:00,1320,0070,g7,-3911,0,0,-267
22:05,1325,0070,g7,-3911,0,0,-267
22:10,1330,0070,g7,-3911,0,0,-267
22:15,1335,0070,g7,-3911,0,0,0
22:20,1340,0070,g7,-3911,0,0,0
22:25,1345,0070,g7,-3911,0,0,0
22:30,1350,0070,g7,-3911,0,0,0
22:35,1355,0070,g7,-3911,0,0,0
22:40,1360,0070,g7,-3911,0,0,0
22:45,1365,0070,g7,-3911,0,0,0
22:50,1370,0070,g7,-3911,0,0,0
22:55,1375,0070,g7,-3911,0,0,0
23:00,1380,0070,g7,-3911,0,0,0
23:05,1385,0070,g7,-3911,0,0,0
23:10,1390,0070,g7,-3911,0,0,0
23:15,1395,0070,g7,-3911,0,0,0
23:16,1396,0070,g7,-3911,,,
23:20,1400,0070,g7,-3911,0,0,0
09:00,540,0071,g8,0,,,
09:05,545,0071,g8,0,0,,
09:10,550,0071,g8,0,0,0,
09:15,555,0071,g8,0,0,0,
09:20,560,0071,g8,0,0,0,
09:25,565,0071,g8,0,0,0,
09:30,570,0071,g8,0,0,0,0
09:35,575,0071,g8,0,0,0,0
09:40,580,0071,g8,0,0,0,0
09:45,585,0071,g8,0,0,0,0
09:50,590,0071,g8,0,0,0,0
09:55,595,0071,g8,0,0,0,0
10:00,600,0071,g8,0,0,0,0
10:05,605,0071,g8,0,0,0,0
10:10,610,0071,g8,0,0,0,0
10:15,615,0071,g8,0,0,0,0
10:20,620,0071,g8,0,0,0,0
10:25,625,0071,g8,0,0,0,0
10:30,630,0071,g8,0,0,0,0
10:35,635,0071,g8,0,0,0,0
10:40,640,0071,g8,0,0,0,0
10:45,645,0071,g8,0,0,0,0
10:50,650,0071,g8,0,0,0,0
10:55,655,0071,g8,0,0,0,0
11:00,660,0071,g8,0,0,0,0
11:05,665,0071,g8,0,0,0,0
11:10,670,0071,g8,0,0,0,0
11:15,675,0071,g8,0,0,0,0
11:20,680,0071,g8,0,0,0,0
11:25,685,0071,g8,0,0,0,0
11:30,690,0071,g8,-89,-89,-89,-89
11:35,695,0071,g8,-89,0,-89,-89
11:40,700,0071,g8,-89,0,0,-89
11:45,705,0071,g8,-89,0,0,-89
11:50,710,0071,g8,-89,0,0,-89
11:55,715,0071,g8,-89,0,0,-89
12:00,720,0071,g8,-89,0,0,0
12:05,725,0071,g8,-89,0,0,0
12:10,730,0071,g8,-89,0,0,0
12:15,735,0071,g8,-89,0,0,0
12:20,740,0071,g8,-89,0,0,0
12:25,745,0071,g8,-89,0,0,0
12:30,750,0071,g8,-89,0,0,0
12:35,755,0071,g8,-89,0,0,0
12:40,760,0071,g8,-89,0,0,0
12:45,765,0071,g8,-89,0,0,0
12:50,770,0071,g8,-89,0,0,0
12:55,775,0071,g8,-89,0,0,0
13:00,780,0071,g8,-89,0,0,0
13:05,785,0071,g8,-89,0,0,0
13:10,790,0071,g8,-89,0,0,0
13:15,795,0071,g8,-89,0,0,0
13:20,800,0071,g8,-89,0,0,0
13:25,805,0071,g8,-533,-444,-444,-444
13:30,810,0071,g8,-533,0,-444,-444
13:35,815,0071,g8,-533,0,0,-444
13:40,820,0071,g8,-533,0,0,-444
13:45,825,0071,g8,-533,0,0,-444
13:50,830,0071,g8,-622,-89,-89,-533
13:55,835,0071,g8,-622,0,-89,-89
14:00,840,0071,g8,-622,0,0,-89
14:05,845,0071,g8,-622,0,0,-89
14:10,850,0071,g8,-622,0,0,-89
14:15,855,0071,g8,-622,0,0,-89
14:20,860,0071,g8,-622,0,0,0
14:25,865,0071,g8,-622,0,0,0
14:30,870,0071,g8,-3200,-2578,-2578,-2578
14:35,875,0071,g8,-3200,0,-2578,-2578
14:40,880,0071,g8,-3200,0,0,-2578
14:45,885,0071,g8,-4800,-1600,-1600,-4178
14:50,890,0071,g8,-4800,0,-1600,-4178
14:55,895,0071,g8,-4800,0,0,-4178
15:00,900,0071,g8,-4800,0,0,-1600
15:05,905,0071,g8,-4800,0,0,-1600
15:10,910,0071,g8,-4800,0,0,-1600
15:15,915,0071,g8,-4800,0,0,0
15:20,920,0071,g8,-4800,0,0,0
15:25,925,0071,g8,-4800,0,0,0
15:30,930,0071,g8,-1956,2844,2844,2844
15:35,935,0071,g8,-1956,0,2844,2844
15:40,940,0071,g8,-1956,0,0,2844
15:45,945,0071,g8,1552,3508,3508,6352
15:50,950,0071,g8,1552,0,3508,6352
15:55,955,0071,g8,1552,0,0,6352
16:00,960,0071,g8,1552,0,0,3508
16:05,965,0071,g8,1552,0,0,3508
16:10,970,0071,g8,1552,0,0,3508
16:15,975,0071,g8,1552,0,0,0
16:20,980,0071,g8,1552,0,0,0
16:25,985,0071,g8,1552,0,0,0
16:30,990,0071,g8,345,-1207,-1207,-1207
16:35,995,0071,g8,345,0,-1207,-1207
16:40,1000,0071,g8,345,0,0,-1207
16:45,1005,0071,g8,345,0,0,-1207
16:50,1010,0071,g8,4397,4052,4052,2845
16:55,1015,0071,g8,4397,0,4052,2845
17:00,1020,0071,g8,4397,0,0,4052
17:05,1025,0071,g8,4397,0,0,4052
17:10,1030,0071,g8,4397,0,0,4052
17:15,1035,0071,g8,4397,0,0,4052
17:20,1040,0071,g8,4397,0,0,0
17:25,1045,0071,g8,4397,0,0,0
17:30,1050,0071,g8,8707,4310,4310,4310
17:35,1055,0071,g8,8707,0,4310,4310
17:40,1060,0071,g8,8707,0,0,4310
17:45,1065,0071,g8,8707,0,0,4310
17:50,1070,0071,g8,8448,-259,-259,4051
17:55,1075,0071,g8,8448,0,-259,4051
18:00,1080,0071,g8,8448,0,0,-259
18:05,1085,0071,g8,8448,0,0,-259
18:10,1090,0071,g8,8448,0,0,-259
18:15,1095,0071,g8,8448,0,0,-259
18:20,1100,0071,g8,8448,0,0,0
18:25,1105,0071,g8,8448,0,0,0
18:30,1110,0071,g8,8448,0,0,0
18:35,1115,0071,g8,8448,0,0,0
18:40,1120,0071,g8,8448,0,0,0
18:45,1125,0071,g8,8448,0,0,0
18:50,1130,0071,g8,8448,0,0,0
18:55,1135,0071,g8,8448,0,0,0
19:00,1140,0071,g8,8448,0,0,0
19:05,1145,0071,g8,8448,0,0,0
19:10,1150,0071,g8,8448,0,0,0
19:15,1155,0071,g8,8448,0,0,0
19:20,1160,0071,g8,8448,0,0,0
19:25,1165,0071,g8,7241,-1207,-1207,-1207
19:30,1170,0071,g8,7241,0,-1207,-1207
19:35,1175,0071,g8,7241,0,0,-1207
19:40,1180,0071,g8,7241,0,0,-1207
19:45,1185,0071,g8,6983,-258,-258,-1465
19:50,1190,0071,g8,6983,0,-258,-1465
19:55,1195,0071,g8,6983,0,0,-258
20:00,1200,0071,g8,6983,0,0,-258
20:05,1205,0071,g8,6983,0,0,-258
20:10,1210,0071,g8,6983,0,0,-258
20:15,1215,0071,g8,6983,0,0,0
20:20,1220,0071,g8,6983,0,0,0
20:25,1225,0071,g8,6983,0,0,0
20:30,1230,0071,g8,6638,-345,-345,-345
20:35,1235,0071,g8,6638,0,-345,-345
20:40,1240,0071,g8,6638,0,0,-345
20:45,1245,0071,g8,6207,-431,-431,-776
20:50,1250,0071,g8,6207,0,-431,-776
20:55,1255,0071,g8,6207,0,0,-776
21:00,1260,0071,g8,6207,0,0,-431
21:05,1265,0071,g8,6207,0,0,-431
21:10,1270,0071,g8,6207,0,0,-431
21:15,1275,0071,g8,6207,0,0,0
21:20,1280,0071,g8,6207,0,0,0
21:25,1285,0071,g8,6207,0,0,0
21:30,1290,0071,g8,5345,-862,-862,-862
21:35,1295,0071,g8,5345,0,-862,-862
21:40,1300,0071,g8,5345,0,0,-862
21:45,1305,0071,g8,5345,0,0,-862
21:50,1310,0071,g8,5345,0,0,-862
21:55,1315,0071,g8,5345,0,0,-862
22:00,1320,0071,g8,5345,0,0,0
22:05,1325,0071,g8,5345,0,0,0
22:10,1330,0071,g8,5345,0,0,0
22:15,1335,0071,g8,5345,0,0,0
22:20,1340,0071,g8,5345,0,0,0
22:25,1345,0071,g8,5345,0,0,0
22:30,1350,0071,g8,5345,0,0,0
22:35,1355,0071,g8,5345,0,0,0
22:40,1360,0071,g8,5345,0,0,0
22:45,1365,0071,g8,5345,0,0,0
22:50,1370,0071,g8,5345,0,0,0
22:55,1375,0071,g8,5345,0,0,0
23:00,1380,0071,g8,5345,0,0,0
23:05,1385,0071,g8,5345,0,0,0
