time,minute,machine,group,value,delta_5m,delta_10m,delta_30m
11:15,675,0047,g2,-356,0,0,0
11:20,680,0047,g2,-356,0,0,0
11:25,685,0047,g2,-356,0,0,0
11:30,690,0047,g2,-2489,-2133,-2133,-2133
11:35,695,0047,g2,-2489,0,-2133,-2133
11:40,700,0047,g2,-2489,0,0,-2133
11:45,705,0047,g2,-3911,-1422,-1422,-3555
11:50,710,0047,g2,-3911,0,-1422,-3555
11:55,715,0047,g2,-3911,0,0,-3555
12:00,720,0047,g2,-3911,0,0,-1422
12:05,725,0047,g2,-3911,0,0,-1422
12:10,730,0047,g2,-3911,0,0,-1422
12:15,735,0047,g2,-3911,0,0,0
12:20,740,0047,g2,-3911,0,0,0
12:25,745,0047,g2,-3911,0,0,0
12:30,750,0047,g2,-2311,1600,1600,1600
12:35,755,0047,g2,-2311,0,1600,1600
12:40,760,0047,g2,-2311,0,0,1600
12:45,765,0047,g2,-2311,0,0,1600
12:50,770,0047,g2,-1422,889,889,2489
12:55,775,0047,g2,-1422,0,889,2489
13:00,780,0047,g2,-1422,0,0,889
13:05,785,0047,g2,-1422,0,0,889
13:10,790,0047,g2,-1422,0,0,889
13:15,795,0047,g2,-1422,0,0,889
13:20,800,0047,g2,-1422,0,0,0
13:25,805,0047,g2,5517,6939,6939,6939
13:30,810,0047,g2,5517,0,6939,6939
13:35,815,0047,g2,5517,0,0,6939
13:40,820,0047,g2,5517,0,0,6939
13:45,825,0047,g2,5517,0,0,6939
13:50,830,0047,g2,9655,4138,4138,11077
13:55,835,0047,g2,9655,0,4138,4138
14:00,840,0047,g2,9655,0,0,4138
14:05,845,0047,g2,9655,0,0,4138
14:10,850,0047,g2,9655,0,0,4138
14:15,855,0047,g2,9655,0,0,4138
14:20,860,0047,g2,9655,0,0,0
14:25,865,0047,g2,9655,0,0,0
14:30,870,0047,g2,15000,5345,5345,5345
14:35,875,0047,g2,15000,0,5345,5345
14:40,880,0047,g2,15000,0,0,5345
14:45,885,0047,g2,15000,0,0,5345
14:50,890,0047,g2,15000,0,0,5345
14:55,895,0047,g2,15000,0,0,5345
15:00,900,0047,g2,15000,0,0,0
15:05,905,0047,g2,15000,0,0,0
15:10,910,0047,g2,15000,0,0,0
15:15,915,0047,g2,15000,0,0,0
15:20,920,0047,g2,15000,0,0,0
15:25,925,0047,g2,15000,0,0,0
15:30,930,0047,g2,14483,-517,-517,-517
15:35,935,0047,g2,14483,0,-517,-517
15:40,940,0047,g2,14483,0,0,-517
15:45,945,0047,g2,13276,-1207,-1207,-1724
15:50,950,0047,g2,13276,0,-1207,-1724
15:55,955,0047,g2,13276,0,0,-1724
16:00,960,0047,g2,13276,0,0,-1207
16:05,965,0047,g2,13276,0,0,-1207
16:10,970,0047,g2,13276,0,0,-1207
16:15,975,0047,g2,13276,0,0,0
16:20,980,0047,g2,13276,0,0,0
16:25,985,0047,g2,13276,0,0,0
16:30,990,0047,g2,11207,-2069,-2069,-2069
16:35,995,0047,g2,11207,0,-2069,-2069
16:40,1000,0047,g2,11207,0,0,-2069
16:45,1005,0047,g2,11207,0,0,-2069
16:50,1010,0047,g2,10172,-1035,-1035,-3104
16:55,1015,0047,g2,10172,0,-1035,-3104
17:00,1020,0047,g2,10172,0,0,-1035
17:05,1025,0047,g2,10172,0,0,-1035
17:10,1030,0047,g2,10172,0,0,-1035
17:15,1035,0047,g2,10172,0,0,-1035
17:20,1040,0047,g2,10172,0,0,0
17:25,1045,0047,g2,10172,0,0,0
17:30,1050,0047,g2,8276,-1896,-1896,-1896
17:35,1055,0047,g2,8276,0,-1896,-1896
17:40,1060,0047,g2,8276,0,0,-1896
17:45,1065,0047,g2,8276,0,0,-1896
17:50,1070,0047,g2,8276,0,0,-1896
17:55,1075,0047,g2,8276,0,0,-1896
18:00,1080,0047,g2,8276,0,0,0
18:05,1085,0047,g2,8276,0,0,0
18:10,1090,0047,g2,8276,0,0,0
18:15,1095,0047,g2,8276,0,0,0
18:20,1100,0047,g2,8276,0,0,0
18:25,1105,0047,g2,8276,0,0,0
18:30,1110,0047,g2,8276,0,0,0
18:35,1115,0047,g2,8276,0,0,0
18:40,1120,0047,g2,8276,0,0,0
18:45,1125,0047,g2,8276,0,0,0
18:50,1130,0047,g2,8276,0,0,0
18:55,1135,0047,g2,8276,0,0,0
19:00,1140,0047,g2,8276,0,0,0
19:05,1145,0047,g2,8276,0,0,0
19:10,1150,0047,g2,8276,0,0,0
19:15,1155,0047,g2,8276,0,0,0
19:20,1160,0047,g2,8276,0,0,0
19:25,1165,0047,g2,7586,-690,-690,-690
19:30,1170,0047,g2,7586,0,-690,-690
19:35,1175,0047,g2,7586,0,0,-690
19:40,1180,0047,g2,7586,0,0,-690
19:45,1185,0047,g2,7586,0,0,-690
19:50,1190,0047,g2,7586,0,0,-690
19:55,1195,0047,g2,7586,0,0,0
20:00,1200,0047,g2,7586,0,0,0
20:05,1205,0047,g2,7586,0,0,0
20:10,1210,0047,g2,7586,0,0,0
20:15,1215,0047,g2,7586,0,0,0
20:20,1220,0047,g2,7586,0,0,0
20:25,1225,0047,g2,7586,0,0,0
20:30,1230,0047,g2,7241,-345,-345,-345
20:35,1235,0047,g2,7241,0,-345,-345
20:40,1240,0047,g2,7241,0,0,-345
20:45,1245,0047,g2,11379,4138,4138,3793
20:50,1250,0047,g2,11379,0,4138,3793
20:55,1255,0047,g2,11379,0,0,3793
21:00,1260,0047,g2,11379,0,0,4138
21:05,1265,0047,g2,11379,0,0,4138
21:10,1270,0047,g2,11379,0,0,4138
21:15,1275,0047,g2,11379,0,0,0
21:20,1280,0047,g2,11379,0,0,0
21:25,1285,0047,g2,11379,0,0,0
21:30,1290,0047,g2,11207,-172,-172,-172
21:35,1295,0047,g2,11207,0,-172,-172
21:40,1300,0047,g2,11207,0,0,-172
21:45,1305,0047,g2,11207,0,0,-172
21:50,1310,0047,g2,11207,0,0,-172
21:55,1315,0047,g2,11207,0,0,-172
22:00,1320,0047,g2,11207,0,0,0
22:05,1325,0047,g2,11207,0,0,0
22:10,1330,0047,g2,11207,0,0,0
22:15,1335,0047,g2,11207,0,0,0
22:20,1340,0047,g2,11207,0,0,0
22:25,1345,0047,g2,11207,0,0,0
22:30,1350,0047,g2,10345,-862,-862,-862
22:35,1355,0047,g2,10345,0,-862,-862
22:40,1360,0047,g2,10345,0,0,-862
22:45,1365,0047,g2,10345,0,0,-862
22:50,1370,0047,g2,10345,0,0,-862
22:55,1375,0047,g2,10345,0,0,-862
23:00,1380,0047,g2,10345,0,0,0
23:05,1385,0047,g2,10345,0,0,0
23:10,1390,0047,g2,10345,0,0,0
23:15,1395,0047,g2,10345,0,0,0
23:16,1396,0047,g2,10345,,,
23:20,1400,0047,g2,10345,0,0,0
09:00,540,0048,g3,0,,,
09:05,545,0048,g3,0,0,,
09:10,550,0048,g3,0,0,0,
09:15,555,0048,g3,0,0,0,
09:20,560,0048,g3,0,0,0,
09:25,565,0048,g3,0,0,0,
09:30,570,0048,g3,0,0,0,0
09:35,575,0048,g3,0,0,0,0
09:40,580,0048,g3,0,0,0,0
09:45,585,0048,g3,0,0,0,0
09:50,590,0048,g3,0,0,0,0
09:55,595,0048,g3,0,0,0,0
10:00,600,0048,g3,0,0,0,0
10:05,605,0048,g3,0,0,0,0
10:10,610,0048,g3,0,0,0,0
10:15,615,0048,g3,0,0,0,0
10:20,620,0048,g3,0,0,0,0
10:25,625,0048,g3,0,0,0,0
10:30,630,0048,g3,0,0,0,0
10:35,635,0048,g3,0,0,0,0
10:40,640,0048,g3,-889,-889,-889,-889
10:45,645,0048,g3,-889,0,-889,-889
10:50,650,0048,g3,-889,0,0,-889
10:55,655,0048,g3,-889,0,0,-889
11:00,660,0048,g3,-2133,-1244,-1244,-2133
11:05,665,0048,g3,-2133,0,-1244,-2133
11:10,670,0048,g3,-2133,0,0,-1244
11:15,675,0048,g3,-2133,0,0,-1244
11:20,680,0048,g3,-2133,0,0,-1244
11:25,685,0048,g3,-2133,0,0,-1244
11:30,690,0048,g3,-4267,-2134,-2134,-2134
11:35,695,0048,g3,-4267,0,-2134,-2134
11:40,700,0048,g3,-4267,0,0,-2134
11:45,705,0048,g3,-5511,-1244,-1244,-3378
11:50,710,0048,g3,-5511,0,-1244,-3378
11:55,715,0048,g3,-5511,0,0,-3378
12:00,720,0048,g3,-5511,0,0,-1244
12:05,725,0048,g3,-5511,0,0,-1244
12:10,730,0048,g3,-5511,0,0,-1244
12:15,735,0048,g3,-5511,0,0,0
12:20,740,0048,g3,-5511,0,0,0
12:25,745,0048,g3,-5511,0,0,0
12:30,750,0048,g3,-5689,-178,-178,-178
12:35,755,0048,g3,-5689,0,-178,-178
12:40,760,0048,g3,-5689,0,0,-178
12:45,765,0048,g3,-5689,0,0,-178
12:50,770,0048,g3,-5689,0,0,-178
12:55,775,0048,g3,-5689,0,0,-178
13:00,780,0048,g3,-5689,0,0,0
13:05,785,0048,g3,-5689,0,0,0
13:10,790,0048,g3,-5689,0,0,0
13:15,795,0048,g3,-5689,0,0,0
13:20,800,0048,g3,-5689,0,0,0
13:25,805,0048,g3,-6400,-711,-711,-711
13:30,810,0048,g3,-6400,0,-711,-711
13:35,815,0048,g3,-6400,0,0,-711
13:40,820,0048,g3,-6400,0,0,-711
13:45,825,0048,g3,-6400,0,0,-711
13:50,830,0048,g3,-5867,533,533,-178
13:55,835,0048,g3,-5867,0,533,533
14:00,840,0048,g3,-5867,0,0,533
14:05,845,0048,g3,-5867,0,0,533
14:10,850,0048,g3,-5867,0,0,533
14:15,855,0048,g3,-5867,0,0,533
14:20,860,0048,g3,-5867,0,0,0
14:25,865,0048,g3,-5867,0,0,0
14:30,870,0048,g3,-4800,1067,1067,1067
14:35,875,0048,g3,-4800,0,1067,1067
14:40,880,0048,g3,-4800,0,0,1067
14:45,885,0048,g3,-5689,-889,-889,178
14:50,890,0048,g3,-5689,0,-889,178
14:55,895,0048,g3,-5689,0,0,178
15:00,900,0048,g3,-5689,0,0,-889
15:05,905,0048,g3,-5689,0,0,-889
15:10,910,0048,g3,-5689,0,0,-889
15:15,915,0048,g3,-5689,0,0,0
15:20,920,0048,g3,-5689,0,0,0
15:25,925,0048,g3,-5689,0,0,0
15:30,930,0048,g3,-356,5333,5333,5333
15:35,935,0048,g3,-356,0,5333,5333
15:40,940,0048,g3,-356,0,0,5333
15:45,945,0048,g3,-1778,-1422,-1422,3911
15:50,950,0048,g3,-1778,0,-1422,3911
15:55,955,0048,g3,-1778,0,0,3911
16:00,960,0048,g3,-1778,0,0,-1422
16:05,965,0048,g3,-1778,0,0,-1422
16:10,970,0048,g3,-1778,0,0,-1422
16:15,975,0048,g3,-1778,0,0,0
16:20,980,0048,g3,-1778,0,0,0
16:25,985,0048,g3,-1778,0,0,0
16:30,990,0048,g3,-4800,-3022,-3022,-3022
16:35,995,0048,g3,-4800,0,-3022,-3022
16:40,1000,0048,g3,-4800,0,0,-3022
16:45,1005,0048,g3,-4800,0,0,-3022
16:50,1010,0048,g3,-6222,-1422,-1422,-4444
16:55,1015,0048,g3,-6222,0,-1422,-4444
17:00,1020,0048,g3,-6222,0,0,-1422
17:05,1025,0048,g3,-6222,0,0,-1422
17:10,1030,0048,g3,-6222,0,0,-1422
17:15,1035,0048,g3,-6222,0,0,-1422
17:20,1040,0048,g3,-6222,0,0,0
17:25,1045,0048,g3,-6222,0,0,0
17:30,1050,0048,g3,-8889,-2667,-2667,-2667
17:35,1055,0048,g3,-8889,0,-2667,-2667
17:40,1060,0048,g3,-8889,0,0,-2667
17:45,1065,0048,g3,-8889,0,0,-2667
17:50,1070,0048,g3,-10489,-1600,-1600,-4267
17:55,1075,0048,g3,-10489,0,-1600,-4267
18:00,1080,0048,g3,-10489,0,0,-1600
18:05,1085,0048,g3,-10489,0,0,-1600
18:10,1090,0048,g3,-10489,0,0,-1600
18:15,1095,0048,g3,-10489,0,0,-1600
18:20,1100,0048,g3,-10489,0,0,0
18:25,1105,0048,g3,-12978,-2489,-2489,-2489
18:30,1110,0048,g3,-12978,0,-2489,-2489
18:35,1115,0048,g3,-12978,0,0,-2489
18:40,1120,0048,g3,-12978,0,0,-2489
18:45,1125,0048,g3,-12978,0,0,-2489
18:50,1130,0048,g3,-12622,356,356,-2133
18:55,1135,0048,g3,-12622,0,356,356
19:00,1140,0048,g3,-12622,0,0,356
19:05,1145,0048,g3,-12622,0,0,356
19:10,1150,0048,g3,-12622,0,0,356
19:15,1155,0048,g3,-12622,0,0,356
19:20,1160,0048,g3,-12622,0,0,0
19:25,1165,0048,g3,-13333,-711,-711,-711
19:30,1170,0048,g3,-13333,0,-711,-711
19:35,1175,0048,g3,-13333,0,0,-711
19:40,1180,0048,g3,-13333,0,0,-711
19:45,1185,0048,g3,-4267,9066,9066,8355
19:50,1190,0048,g3,-4267,0,9066,8355
19:55,1195,0048,g3,-4267,0,0,9066
20:00,1200,0048,g3,-4267,0,0,9066
20:05,1205,0048,g3,-4267,0,0,9066
20:10,1210,0048,g3,-4267,0,0,9066
20:15,1215,0048,g3,-4267,0,0,0
20:20,1220,0048,g3,-4267,0,0,0
20:25,1225,0048,g3,-4267,0,0,0
20:30,1230,0048,g3,-178,4089,4089,4089
20:35,1235,0048,g3,-178,0,4089,4089
20:40,1240,0048,g3,-178,0,0,4089
20:45,1245,0048,g3,1207,1385,1385,5474
20:50,1250,0048,g3,1207,0,1385,5474
20:55,1255,0048,g3,1207,0,0,5474
21:00,1260,0048,g3,1207,0,0,1385
21:05,1265,0048,g3,1207,0,0,1385
21:10,1270,0048,g3,1207,0,0,1385
21:15,1275,0048,g3,1207,0,0,0
21:20,1280,0048,g3,1207,0,0,0
21:25,1285,0048,g3,1207,0,0,0
21:30,1290,0048,g3,1034,-173,-173,-173
21:35,1295,0048,g3,1034,0,-173,-173
21:40,1300,0048,g3,1034,0,0,-173
21:45,1305,0048,g3,345,-689,-689,-862
21:50,1310,0048,g3,345,0,-689,-862
21:55,1315,0048,g3,345,0,0,-862
22:00,1320,0048,g3,345,0,0,-689
22:05,1325,0048,g3,345,0,0,-689
22:10,1330,0048,g3,345,0,0,-689
22:15,1335,0048,g3,345,0,0,0
22:20,1340,0048,g3,345,0,0,0
22:25,1345,0048,g3,345,0,0,0
22:30,1350,0048,g3,172,-173,-173,-173
22:35,1355,0048,g3,172,0,-173,-173
22:40,1360,0048,g3,172,0,0,-173
22:45,1365,0048,g3,172,0,0,-173
22:50,1370,0048,g3,172,0,0,-173
22:55,1375,0048,g3,172,0,0,-173
23:00,1380,0048,g3,172,0,0,0
23:05,1385,0048,g3,172,0,0,0
23:10,1390,0048,g3,172,0,0,0
23:15,1395,0048,g3,172,0,0,0
23:16,1396,0048,g3,172,,,
23:20,1400,0048,g3,172,0,0,0
09:00,540,0049,g4,0,,,
09:05,545,0049,g4,0,0,,
09:10,550,0049,g4,0,0,0,
09:15,555,0049,g4,0,0,0,
09:20,560,0049,g4,0,0,0,
09:25,565,0049,g4,0,0,0,
09:30,570,0049,g4,0,0,0,0
09:35,575,0049,g4,0,0,0,0
09:40,580,0049,g4,0,0,0,0
09:45,585,0049,g4,0,0,0,0
09:50,590,0049,g4,0,0,0,0
09:55,595,0049,g4,0,0,0,0
10:00,600,0049,g4,0,0,0,0
10:05,605,0049,g4,0,0,0,0
10:10,610,0049,g4,0,0,0,0
10:15,615,0049,g4,0,0,0,0
10:20,620,0049,g4,0,0,0,0
10:25,625,0049,g4,0,0,0,0
10:30,630,0049,g4,0,0,0,0
10:35,635,0049,g4,0,0,0,0
10:40,640,0049,g4,0,0,0,0
10:45,645,0049,g4,0,0,0,0
10:50,650,0049,g4,0,0,0,0
10:55,655,0049,g4,0,0,0,0
11:00,660,0049,g4,0,0,0,0
11:05,665,0049,g4,0,0,0,0
11:10,670,0049,g4,0,0,0,0
11:15,675,0049,g4,0,0,0,0
11:20,680,0049,g4,0,0,0,0
11:25,685,0049,g4,0,0,0,0
11:30,690,0049,g4,0,0,0,0
11:35,695,0049,g4,0,0,0,0
11:40,700,0049,g4,0,0,0,0
11:45,705,0049,g4,-622,-622,-622,-622
11:50,710,0049,g4,-622,0,-622,-622
11:55,715,0049,g4,-622,0,0,-622
12:00,720,0049,g4,-622,0,0,-622
12:05,725,0049,g4,-622,0,0,-622
12:10,730,0049,g4,-622,0,0,-622
12:15,735,0049,g4,-622,0,0,0
12:20,740,0049,g4,-622,0,0,0
12:25,745,0049,g4,-622,0,0,0
12:30,750,0049,g4,-622,0,0,0
12:35,755,0049,g4,-622,0,0,0
12:40,760,0049,g4,-622,0,0,0
12:45,765,0049,g4,-622,0,0,0
12:50,770,0049,g4,-2311,-1689,-1689,-1689
12:55,775,0049,g4,-2311,0,-1689,-1689
13:00,780,0049,g4,-2311,0,0,-1689
13:05,785,0049,g4,-2311,0,0,-1689
13:10,790,0049,g4,-2311,0,0,-1689
13:15,795,0049,g4,-2311,0,0,-1689
13:20,800,0049,g4,-2311,0,0,0
13:25,805,0049,g4,-3822,-1511,-1511,-1511
13:30,810,0049,g4,-3822,0,-1511,-1511
13:35,815,0049,g4,-3822,0,0,-1511
13:40,820,0049,g4,-3822,0,0,-1511
13:45,825,0049,g4,-3822,0,0,-1511
13:50,830,0049,g4,-4444,-622,-622,-2133
13:55,835,0049,g4,-4444,0,-622,-622
14:00,840,0049,g4,-4444,0,0,-622
14:05,845,0049,g4,-4444,0,0,-622
14:10,850,0049,g4,-4444,0,0,-622
14:15,855,0049,g4,-4444,0,0,-622
14:20,860,0049,g4,-4444,0,0,0
14:25,865,0049,g4,-4444,0,0,0
14:30,870,0049,g4,-4978,-534,-534,-534
14:35,875,0049,g4,-4978,0,-534,-534
14:40,880,0049,g4,-4978,0,0,-534
14:45,885,0049,g4,431,5409,5409,4875
14:50,890,0049,g4,431,0,5409,4875
14:55,895,0049,g4,431,0,0,4875
15:00,900,0049,g4,431,0,0,5409
15:05,905,0049,g4,431,0,0,5409
15:10,910,0049,g4,431,0,0,5409
15:15,915,0049,g4,431,0,0,0
15:20,920,0049,g4,431,0,0,0
15:25,925,0049,g4,431,0,0,0
15:30,930,0049,g4,-2222,-2653,-2653,-2653
15:35,935,0049,g4,-2222,0,-2653,-2653
15:40,940,0049,g4,-2222,0,0,-2653
15:45,945,0049,g4,-3378,-1156,-1156,-3809
15:50,950,0049,g4,-3378,0,-1156,-3809
15:55,955,0049,g4,-3378,0,0,-3809
16:00,960,0049,g4,-3378,0,0,-1156
16:05,965,0049,g4,-3378,0,0,-1156
16:10,970,0049,g4,-3378,0,0,-1156
16:15,975,0049,g4,-3378,0,0,0
16:20,980,0049,g4,-3378,0,0,0
16:25,985,0049,g4,-3378,0,0,0
16:30,990,0049,g4,-3644,-266,-266,-266
16:35,995,0049,g4,-3644,0,-266,-266
16:40,1000,0049,g4,-3644,0,0,-266
16:45,1005,0049,g4,-3644,0,0,-266
16:50,1010,0049,g4,-4000,-356,-356,-622
16:55,1015,0049,g4,-4000,0,-356,-622
17:00,1020,0049,g4,-4000,0,0,-356
17:05,1025,0049,g4,-4000,0,0,-356
17:10,1030,0049,g4,-4000,0,0,-356
17:15,1035,0049,g4,-4000,0,0,-356
17:20,1040,0049,g4,-4000,0,0,0
17:25,1045,0049,g4,-4000,0,0,0
17:30,1050,0049,g4,-4356,-356,-356,-356
17:35,1055,0049,g4,-4356,0,-356,-356
17:40,1060,0049,g4,-4356,0,0,-356
17:45,1065,0049,g4,-4356,0,0,-356
17:50,1070,0049,g4,1121,5477,5477,5121
17:55,1075,0049,g4,1121,0,5477,5121
18:00,1080,0049,g4,1121,0,0,5477
18:05,1085,0049,g4,1121,0,0,5477
18:10,1090,0049,g4,1121,0,0,5477
18:15,1095,0049,g4,1121,0,0,5477
18:20,1100,0049,g4,1121,0,0,0
18:25,1105,0049,g4,603,-518,-518,-518
18:30,1110,0049,g4,603,0,-518,-518
18:35,1115,0049,g4,603,0,0,-518
18:40,1120,0049,g4,603,0,0,-518
18:45,1125,0049,g4,603,0,0,-518
18:50,1130,0049,g4,-178,-781,-781,-1299
18:55,1135,0049,g4,-178,0,-781,-781
19:00,1140,0049,g4,-178,0,0,-781
19:05,1145,0049,g4,-178,0,0,-781
19:10,1150,0049,g4,-178,0,0,-781
19:15,1155,0049,g4,-178,0,0,-781
19:20,1160,0049,g4,-178,0,0,0
19:25,1165,0049,g4,-1867,-1689,-1689,-1689
19:30,1170,0049,g4,-1867,0,-1689,-1689
19:35,1175,0049,g4,-1867,0,0,-1689
19:40,1180,0049,g4,-1867,0,0,-1689
19:45,1185,0049,g4,-2133,-266,-266,-1955
19:50,1190,0049,g4,-2133,0,-266,-1955
19:55,1195,0049,g4,-2133,0,0,-266
20:00,1200,0049,g4,-2133,0,0,-266
20:05,1205,0049,g4,-2133,0,0,-266
20:10,1210,0049,g4,-2133,0,0,-266
20:15,1215,0049,g4,-2133,0,0,0
20:20,1220,0049,g4,-2133,0,0,0
20:25,1225,0049,g4,-2133,0,0,0
20:30,1230,0049,g4,-2133,0,0,0
20:35,1235,0049,g4,-2133,0,0,0
20:40,1240,0049,g4,-2133,0,0,0
20:45,1245,0049,g4,-2133,0,0,0
20:50,1250,0049,g4,-2133,0,0,0
20:55,1255,0049,g4,-2133,0,0,0
21:00,1260,0049,g4,-2133,0,0,0
21:05,1265,0049,g4,-2133,0,0,0
21:10,1270,0049,g4,-2133,0,0,0
21:15,1275,0049,g4,-2133,0,0,0
21:20,1280,0049,g4,-2133,0,0,0
21:25,1285,0049,g4,-2133,0,0,0
21:30,1290,0049,g4,-2578,-445,-445,-445
21:35,1295,0049,g4,-2578,0,-445,-445
21:40,1300,0049,g4,-2578,0,0,-445
21:45,1305,0049,g4,-2578,0,0,-445
21:50,1310,0049,g4,-2578,0,0,-445
21:55,1315,0049,g4,-2578,0,0,-445
22:00,1320,0049,g4,-2578,0,0,0
22:05,1325,0049,g4,-2578,0,0,0
22:10,1330,0049,g4,-2578,0,0,0
22:15,1335,0049,g4,-2578,0,0,0
22:20,1340,0049,g4,-2578,0,0,0
22:25,1345,0049,g4,-2578,0,0,0
22:30,1350,0049,g4,-2667,-89,-89,-89
22:35,1355,0049,g4,-2667,0,-89,-89
22:40,1360,0049,g4,-2667,0,0,-89
22:45,1365,0049,g4,-2667,0,0,-89
22:50,1370,0049,g4,-2667,0,0,-89
22:55,1375,0049,g4,-2667,0,0,-89
23:00,1380,0049,g4,-2667,0,0,0
23:05,1385,0049,g4,-2667,0,0,0
23:10,1390,0049,g4,-2667,0,0,0
23:15,1395,0049,g4,-2667,0,0,0
23:16,1396,0049,g4,-2667,,,
23:20,1400,0049,g4,-2667,0,0,0
09:00,540,0050,g5,0,,,
09:05,545,0050,g5,0,0,,
09:10,550,0050,g5,0,0,0,
09:15,555,0050,g5,0,0,0,
09:20,560,0050,g5,0,0,0,
09:25,565,0050,g5,0,0,0,
09:30,570,0050,g5,0,0,0,0
09:35,575,0050,g5,0,0,0,0
09:40,580,0050,g5,0,0,0,0
09:45,585,0050,g5,0,0,0,0
09:50,590,0050,g5,0,0,0,0
09:55,595,0050,g5,0,0,0,0
10:00,600,0050,g5,0,0,0,0
10:05,605,0050,g5,0,0,0,0
10:10,610,0050,g5,0,0,0,0
10:15,615,0050,g5,0,0,0,0
10:20,620,0050,g5,0,0,0,0
10:25,625,0050,g5,0,0,0,0
10:30,630,0050,g5,0,0,0,0
10:35,635,0050,g5,0,0,0,0
10:40,640,0050,g5,0,0,0,0
10:45,645,0050,g5,0,0,0,0
10:50,650,0050,g5,0,0,0,0
10:55,655,0050,g5,0,0,0,0
11:00,660,0050,g5,0,0,0,0
11:05,665,0050,g5,0,0,0,0
11:10,670,0050,g5,0,0,0,0
11:15,675,0050,g5,0,0,0,0
11:20,680,0050,g5,0,0,0,0
11:25,685,0050,g5,0,0,0,0
11:30,690,0050,g5,345,345,345,345
11:35,695,0050,g5,345,0,345,345
11:40,700,0050,g5,345,0,0,345
11:45,705,0050,g5,7586,7241,7241,7586
11:50,710,0050,g5,7586,0,7241,7586
11:55,715,0050,g5,7586,0,0,7586
12:00,720,0050,g5,7586,0,0,7241
12:05,725,0050,g5,7586,0,0,7241
12:10,730,0050,g5,7586,0,0,7241
12:15,735,0050,g5,7586,0,0,0
12:20,740,0050,g5,7586,0,0,0
12:25,745,0050,g5,7586,0,0,0
12:30,750,0050,g5,13966,6380,6380,6380
12:35,755,0050,g5,13966,0,6380,6380
12:40,760,0050,g5,13966,0,0,6380
12:45,765,0050,g5,13966,0,0,6380
12:50,770,0050,g5,12586,-1380,-1380,5000
12:55,775,0050,g5,12586,0,-1380,5000
13:00,780,0050,g5,12586,0,0,-1380
13:05,785,0050,g5,12586,0,0,-1380
13:10,790,0050,g5,12586,0,0,-1380
13:15,795,0050,g5,12586,0,0,-1380
13:20,800,0050,g5,12586,0,0,0
13:25,805,0050,g5,11724,-862,-862,-862
13:30,810,0050,g5,11724,0,-862,-862
13:35,815,0050,g5,11724,0,0,-862
13:40,820,0050,g5,11724,0,0,-862
13:45,825,0050,g5,11724,0,0,-862
13:50,830,0050,g5,15172,3448,3448,2586
13:55,835,0050,g5,15172,0,3448,3448
14:00,840,0050,g5,15172,0,0,3448
14:05,845,0050,g5,15172,0,0,3448
14:10,850,0050,g5,15172,0,0,3448
14:15,855,0050,g5,15172,0,0,3448
14:20,860,0050,g5,15172,0,0,0
14:25,865,0050,g5,15172,0,0,0
14:30,870,0050,g5,17586,2414,2414,2414
14:35,875,0050,g5,17586,0,2414,2414
14:40,880,0050,g5,17586,0,0,2414
14:45,885,0050,g5,16207,-1379,-1379,1035
14:50,890,0050,g5,16207,0,-1379,1035
14:55,895,0050,g5,16207,0,0,1035
15:00,900,0050,g5,16207,0,0,-1379
15:05,905,0050,g5,16207,0,0,-1379
15:10,910,0050,g5,16207,0,0,-1379
15:15,915,0050,g5,16207,0,0,0
15:20,920,0050,g5,16207,0,0,0
15:25,925,0050,g5,16207,0,0,0
15:30,930,0050,g5,13103,-3104,-3104,-3104
15:35,935,0050,g5,13103,0,-3104,-3104
15:40,940,0050,g5,13103,0,0,-3104
15:45,945,0050,g5,13448,345,345,-2759
15:50,950,0050,g5,13448,0,345,-2759
15:55,955,0050,g5,13448,0,0,-2759
16:00,960,0050,g5,13448,0,0,345
16:05,965,0050,g5,13448,0,0,345
16:10,970,0050,g5,13448,0,0,345
16:15,975,0050,g5,13448,0,0,0
16:20,980,0050,g5,13448,0,0,0
16:25,985,0050,g5,13448,0,0,0
16:30,990,0050,g5,17414,3966,3966,3966
16:35,995,0050,g5,17414,0,3966,3966
16:40,1000,0050,g5,17414,0,0,3966
16:45,1005,0050,g5,17414,0,0,3966
16:50,1010,0050,g5,15690,-1724,-1724,2242
16:55,1015,0050,g5,15690,0,-1724,2242
17:00,1020,0050,g5,15690,0,0,-1724
17:05,1025,0050,g5,15690,0,0,-1724
17:10,1030,0050,g5,15690,0,0,-1724
17:15,1035,0050,g5,15690,0,0,-1724
17:20,1040,0050,g5,15690,0,0,0
17:25,1045,0050,g5,15690,0,0,0
17:30,1050,0050,g5,12586,-3104,-3104,-3104
17:35,1055,0050,g5,12586,0,-3104,-3104
17:40,1060,0050,g5,12586,0,0,-3104
17:45,1065,0050,g5,12586,0,0,-3104
17:50,1070,0050,g5,11207,-1379,-1379,-4483
17:55,1075,0050,g5,11207,0,-1379,-4483
18:00,1080,0050,g5,11207,0,0,-1379
18:05,1085,0050,g5,11207,0,0,-1379
18:10,1090,0050,g5,11207,0,0,-1379
18:15,1095,0050,g5,11207,0,0,-1379
18:20,1100,0050,g5,11207,0,0,0
18:25,1105,0050,g5,9655,-1552,-1552,-1552
18:30,1110,0050,g5,9655,0,-1552,-1552
18:35,1115,0050,g5,9655,0,0,-1552
