machine,source_date,target_date,source_regime,source_n_fft,selected_support_level,support_samples,transform_samples,non_transform_samples,transform_probability,confidence,most_likely_transform_type,conditional_type_probability,selection_basis,geometry_distance_threshold,actual_transform,actual_transformation_type,actual_bullish,probability_bucket,status
077,2026-08-04,2026-08-05,TRANSITION,64,LEVEL_3,8,8,0,1.0,HIGH,ROLE_SWAP,0.625,same machine + same regime,0.35,True,ROLE_SWAP,False,80-100%,WALK_FORWARD_VALIDATION
077,2026-08-05,2026-08-06,STABLE,64,LEVEL_2,3,2,1,0.6666666666666666,MEDIUM,ROLE_SWAP,1.0,same machine + same regime + same n_fft,0.35,True,ROLE_SWAP,False,60-80%,WALK_FORWARD_VALIDATION
077,2026-08-06,2026-08-07,STABLE,64,LEVEL_2,4,3,1,0.75,MEDIUM,ROLE_SWAP,1.0,same machine + same regime + same n_fft,0.35,False,IRREGULAR,False,60-80%,WALK_FORWARD_VALIDATION
077,2026-08-07,2026-08-08,STABLE,64,LEVEL_2,5,3,2,0.6,MEDIUM,ROLE_SWAP,1.0,same machine + same regime + same n_fft,0.35,True,ROTATION_PLUS_ROLE_SWAP,False,40-60%,WALK_FORWARD_VALIDATION
077,2026-08-08,2026-08-09,UNSTABLE,64,LEVEL_3,3,1,2,0.3333333333333333,MEDIUM,ROLE_SWAP,1.0,same machine + same regime,0.35,True,ROLE_SWAP,False,20-40%,WALK_FORWARD_VALIDATION
077,2026-08-09,2026-08-10,UNSTABLE,64,LEVEL_3,4,2,2,0.5,MEDIUM,ROLE_SWAP,1.0,same machine + same regime,0.35,True,ROLE_SWAP,True,40-60%,WALK_FORWARD_VALIDATION
077,2026-08-10,2026-08-11,TRANSITION,64,LEVEL_2,3,3,0,1.0,MEDIUM,ROLE_SWAP,1.0,same machine + same regime + same n_fft,0.35,True,ROLE_SWAP,True,80-100%,WALK_FORWARD_VALIDATION
077,2026-08-11,2026-08-12,STABLE,64,LEVEL_2,6,4,2,0.6666666666666666,HIGH,ROLE_SWAP,0.75,same machine + same regime + same n_fft,0.35,True,ROLE_SWAP,False,60-80%,WALK_FORWARD_VALIDATION
077,2026-08-12,2026-08-13,STABLE,64,LEVEL_2,7,5,2,0.7142857142857143,HIGH,ROLE_SWAP,0.8,same machine + same regime + same n_fft,0.35,False,IRREGULAR,True,60-80%,WALK_FORWARD_VALIDATION
077,2026-08-13,2026-08-14,STABLE,64,LEVEL_2,8,5,3,0.625,HIGH,ROLE_SWAP,0.8,same machine + same regime + same n_fft,0.35,True,ROLE_SWAP,False,60-80%,WALK_FORWARD_VALIDATION
077,2026-08-14,2026-08-15,STABLE,64,LEVEL_2,9,6,3,0.6666666666666666,HIGH,ROLE_SWAP,0.8333333333333334,same machine + same regime + same n_fft,0.35,True,ROLE_SWAP,False,60-80%,WALK_FORWARD_VALIDATION
077,2026-08-15,2026-08-16,TRANSITION,64,LEVEL_2,4,4,0,1.0,MEDIUM,ROLE_SWAP,1.0,same machine + same regime + same n_fft,0.35,True,ROTATION_PLUS_ROLE_SWAP,True,80-100%,WALK_FORWARD_VALIDATION
077,2026-08-16,2026-08-17,UNSTABLE,64,LEVEL_2,3,2,1,0.6666666666666666,MEDIUM,ROLE_SWAP,1.0,same machine + same regime + same n_fft,0.35,False,NO_CLEAR_TRANSFORM,False,60-80%,WALK_FORWARD_VALIDATION
